sample_id,uid,ai_chrom_index,n_ai_peaks,n_trad_peaks,n_ignored_weak,n_review_required,channel_alert_level,random_order,plot_path
test3_33,fenoxaprop-P-ethyl-2,592,1,1,0,0,GREEN,1484,plots\test3_33\1484_chrom592_fenoxaprop-P-ethyl-2_GREEN.png
test3_28,hexythiazox-2,650,1,1,0,0,GREEN,1485,plots\test3_28\1485_chrom650_hexythiazox-2_GREEN.png
test3_32,rotenone-2,434,1,1,0,0,GREEN,1486,plots\test3_32\1486_chrom434_rotenone-2_GREEN.png
test3_12,cyclosulfamuron-2,392,1,1,0,0,GREEN,1487,plots\test3_12\1487_chrom392_cyclosulfamuron-2_GREEN.png
test3_38,thifluzamide-2,414,1,1,0,0,GREEN,1488,plots\test3_38\1488_chrom414_thifluzamide-2_GREEN.png
test3_14,methamidophos-1,1,2,1,0,1,RED,1489,plots\test3_14\1489_chrom001_methamidophos-1_RED.png
test3_52,cyclosulfamuron-1,391,1,1,0,0,GREEN,1490,plots\test3_52\1490_chrom391_cyclosulfamuron-1_GREEN.png
test3_40,boscalid-2,306,1,1,0,0,GREEN,1491,plots\test3_40\1491_chrom306_boscalid-2_GREEN.png
test3_50,clomazone-1,245,1,1,0,0,GREEN,1492,plots\test3_50\1492_chrom245_clomazone-1_GREEN.png
test3_55,phenthoate-2,452,1,1,0,0,GREEN,1493,plots\test3_55\1493_chrom452_phenthoate-2_GREEN.png
test3_11,fenpropidin-2,228,1,1,0,0,GREEN,1494,plots\test3_11\1494_chrom228_fenpropidin-2_GREEN.png
test3_6,diflufenican-2,558,1,1,0,0,GREEN,1495,plots\test3_6\1495_chrom558_diflufenican-2_GREEN.png
test3_32,triflumuron-1,523,1,1,0,0,GREEN,1496,plots\test3_32\1496_chrom523_triflumuron-1_GREEN.png
test3_22,dimoxystrobin-1,435,1,1,0,0,GREEN,1497,plots\test3_22\1497_chrom435_dimoxystrobin-1_GREEN.png
test3_6,fenpropimorph-2,292,1,1,0,0,GREEN,1498,plots\test3_6\1498_chrom292_fenpropimorph-2_GREEN.png
test3_41,phosalone-2,520,1,1,0,0,GREEN,1499,plots\test3_41\1499_chrom520_phosalone-2_GREEN.png
test3_4,ametoctradin-1,547,1,1,0,0,GREEN,1500,plots\test3_4\1500_chrom547_ametoctradin-1_GREEN.png
test3_10,fenpropathrin-2,672,3,1,0,3,RED,1501,plots\test3_10\1501_chrom672_fenpropathrin-2_RED.png
test3_4,procymidone-2,342,2,1,0,1,RED,1502,plots\test3_4\1502_chrom342_procymidone-2_RED.png
test3_9,penoxsulam-1,171,1,1,0,0,GREEN,1503,plots\test3_9\1503_chrom171_penoxsulam-1_GREEN.png
test3_42,phoxim-1,437,1,1,0,0,GREEN,1504,plots\test3_42\1504_chrom437_phoxim-1_GREEN.png
test3_8,phosphamidon-2,104,2,1,0,1,RED,1505,plots\test3_8\1505_chrom104_phosphamidon-2_RED.png
test3_56,tolclofos-methyl-1,501,1,1,0,0,GREEN,1506,plots\test3_56\1506_chrom501_tolclofos-methyl-1_GREEN.png
test3_26,isazofos-1,357,1,1,0,0,GREEN,1507,plots\test3_26\1507_chrom357_isazofos-1_GREEN.png
test3_27,tebuthiuron-2,156,1,1,0,0,GREEN,1508,plots\test3_27\1508_chrom156_tebuthiuron-2_GREEN.png
test3_40,propyzamide-1,307,1,1,0,0,GREEN,1509,plots\test3_40\1509_chrom307_propyzamide-1_GREEN.png
test3_31,aldicarb sulfoxide-1,11,1,1,0,0,GREEN,1510,plots\test3_31\1510_chrom011_aldicarb sulfoxide-1_GREEN.png
test3_31,bendiocarb-2,126,1,1,0,0,GREEN,1511,plots\test3_31\1511_chrom126_bendiocarb-2_GREEN.png
test3_20,fenamiphos-2,432,1,1,0,0,GREEN,1512,plots\test3_20\1512_chrom432_fenamiphos-2_GREEN.png
test3_11,linuron-2,264,1,1,0,0,GREEN,1513,plots\test3_11\1513_chrom264_linuron-2_GREEN.png
test3_8,pretilachlor-1,577,1,1,0,0,GREEN,1514,plots\test3_8\1514_chrom577_pretilachlor-1_GREEN.png
test3_35,spiromesifen-1,673,1,1,0,0,GREEN,1515,plots\test3_35\1515_chrom673_spiromesifen-1_GREEN.png
test3_35,thiabendazole-1,93,1,1,0,0,GREEN,1516,plots\test3_35\1516_chrom093_thiabendazole-1_GREEN.png
test3_51,diflufenican-2,558,1,1,0,0,GREEN,1517,plots\test3_51\1517_chrom558_diflufenican-2_GREEN.png
test3_51,propisochlor-2,398,1,1,0,0,GREEN,1518,plots\test3_51\1518_chrom398_propisochlor-2_GREEN.png
test3_38,metazosulfuron-1,241,1,1,0,0,GREEN,1519,plots\test3_38\1519_chrom241_metazosulfuron-1_GREEN.png
test3_19,thiamethoxam-1,25,1,1,0,0,GREEN,1520,plots\test3_19\1520_chrom025_thiamethoxam-1_GREEN.png
test3_7,flurtamone-2,298,4,1,3,0,GREEN,1521,plots\test3_7\1521_chrom298_flurtamone-2_GREEN.png
test3_43,acetochlor-2,380,1,1,0,0,GREEN,1522,plots\test3_43\1522_chrom380_acetochlor-2_GREEN.png
test3_34,disulfoton sulfoxide-1,179,1,1,0,0,GREEN,1523,plots\test3_34\1523_chrom179_disulfoton sulfoxide-1_GREEN.png
test3_4,metazachlor-2,208,1,1,0,0,GREEN,1524,plots\test3_4\1524_chrom208_metazachlor-2_GREEN.png
test3_47,pyrimethanil-2,258,1,1,0,0,GREEN,1525,plots\test3_47\1525_chrom258_pyrimethanil-2_GREEN.png
test3_48,fenthion sulfoxide-1,163,1,1,0,0,GREEN,1526,plots\test3_48\1526_chrom163_fenthion sulfoxide-1_GREEN.png
test3_17,cycloxydim-1,561,1,1,0,0,GREEN,1527,plots\test3_17\1527_chrom561_cycloxydim-1_GREEN.png
test3_47,fenamiphos sulfone-1,161,1,1,0,0,GREEN,1528,plots\test3_47\1528_chrom161_fenamiphos sulfone-1_GREEN.png
test3_29,linuron-1,263,1,1,0,0,GREEN,1529,plots\test3_29\1529_chrom263_linuron-1_GREEN.png
test3_27,oxamyl oxime-1,9,1,1,0,0,GREEN,1530,plots\test3_27\1530_chrom009_oxamyl oxime-1_GREEN.png
test3_32,butachlor-2,576,1,1,0,0,GREEN,1531,plots\test3_32\1531_chrom576_butachlor-2_GREEN.png
test3_15,procymidone-2,342,2,1,0,1,RED,1532,plots\test3_15\1532_chrom342_procymidone-2_RED.png
test3_53,flutolanil-1,323,1,1,0,0,GREEN,1533,plots\test3_53\1533_chrom323_flutolanil-1_GREEN.png
test3_24,pirimicarb-desmethyl-2,82,1,1,0,0,GREEN,1534,plots\test3_24\1534_chrom082_pirimicarb-desmethyl-2_GREEN.png
test3_27,penthiopyrad-1,481,1,1,0,0,GREEN,1535,plots\test3_27\1535_chrom481_penthiopyrad-1_GREEN.png
test3_29,cymoxanil-1,77,1,1,0,0,GREEN,1536,plots\test3_29\1536_chrom077_cymoxanil-1_GREEN.png
test3_39,fluoroglycofen-ethyl-2,582,1,1,0,0,GREEN,1537,plots\test3_39\1537_chrom582_fluoroglycofen-ethyl-2_GREEN.png
test3_11,flufenacet-2,384,1,1,0,0,GREEN,1538,plots\test3_11\1538_chrom384_flufenacet-2_GREEN.png
test3_42,linuron-1,263,1,1,0,0,GREEN,1539,plots\test3_42\1539_chrom263_linuron-1_GREEN.png
test3_24,penconazole-2,446,1,1,0,0,GREEN,1540,plots\test3_24\1540_chrom446_penconazole-2_GREEN.png
test3_7,tralkoxydim-1,651,3,1,0,3,RED,1541,plots\test3_7\1541_chrom651_tralkoxydim-1_RED.png
test3_19,atrazine-2,196,1,1,0,0,GREEN,1542,plots\test3_19\1542_chrom196_atrazine-2_GREEN.png
test3_35,metazachlor-2,208,1,1,0,0,GREEN,1543,plots\test3_35\1543_chrom208_metazachlor-2_GREEN.png
test3_44,fenaminstrobin-2,588,1,1,0,0,GREEN,1544,plots\test3_44\1544_chrom588_fenaminstrobin-2_GREEN.png
test3_41,Diclobutrazol-2,450,3,1,0,2,RED,1545,plots\test3_41\1545_chrom450_Diclobutrazol-2_RED.png
test3_25,thifensulfuron-methyl-1,113,1,1,0,0,GREEN,1546,plots\test3_25\1546_chrom113_thifensulfuron-methyl-1_GREEN.png
test3_12,probenazole-2,112,1,1,0,0,GREEN,1547,plots\test3_12\1547_chrom112_probenazole-2_GREEN.png
test3_23,fosthiazate-1,173,1,1,0,0,GREEN,1548,plots\test3_23\1548_chrom173_fosthiazate-1_GREEN.png
test3_51,tebufenozide-1,463,2,1,1,0,GREEN,1549,plots\test3_51\1549_chrom463_tebufenozide-1_GREEN.png
test3_27,methiocarb sulfone-2,70,1,1,0,0,GREEN,1550,plots\test3_27\1550_chrom070_methiocarb sulfone-2_GREEN.png
test3_48,isofenphos-methyl-1,475,1,1,0,0,GREEN,1551,plots\test3_48\1551_chrom475_isofenphos-methyl-1_GREEN.png
test3_54,phosmet oxon-1,97,1,1,0,0,GREEN,1552,plots\test3_54\1552_chrom097_phosmet oxon-1_GREEN.png
test3_53,diflufenican-1,557,1,1,0,0,GREEN,1553,plots\test3_53\1553_chrom557_diflufenican-1_GREEN.png
test3_6,chromafenozide-1,407,2,1,0,1,RED,1554,plots\test3_6\1554_chrom407_chromafenozide-1_RED.png
test3_22,dimethomorph-2,318,2,1,0,1,RED,1555,plots\test3_22\1555_chrom318_dimethomorph-2_RED.png
test3_24,isoprocarb-2,186,1,1,0,0,GREEN,1556,plots\test3_24\1556_chrom186_isoprocarb-2_GREEN.png
test3_48,napropamide-2,388,1,1,0,0,GREEN,1557,plots\test3_48\1557_chrom388_napropamide-2_GREEN.png
test3_46,tolclofos-methyl-1,501,1,1,0,0,GREEN,1558,plots\test3_46\1558_chrom501_tolclofos-methyl-1_GREEN.png
test3_11,phorate sulfone-2,192,3,1,0,3,RED,1559,plots\test3_11\1559_chrom192_phorate sulfone-2_RED.png
test3_18,chlorimuron-ethyl-1,325,1,1,0,0,GREEN,1560,plots\test3_18\1560_chrom325_chlorimuron-ethyl-1_GREEN.png
test3_38,Diclobutrazol-2,450,3,1,0,2,RED,1561,plots\test3_38\1561_chrom450_Diclobutrazol-2_RED.png
test3_13,isoproturon-2,204,4,1,0,4,RED,1562,plots\test3_13\1562_chrom204_isoproturon-2_RED.png
test3_26,dinotefuran-2,14,1,1,0,0,GREEN,1563,plots\test3_26\1563_chrom014_dinotefuran-2_GREEN.png
test3_4,EPN-1,545,3,1,1,2,RED,1564,plots\test3_4\1564_chrom545_EPN-1_RED.png
test3_34,myclobutanil-2,334,1,1,0,0,GREEN,1565,plots\test3_34\1565_chrom334_myclobutanil-2_GREEN.png
test3_35,fenobucarb-1,259,1,1,0,0,GREEN,1566,plots\test3_35\1566_chrom259_fenobucarb-1_GREEN.png
test3_34,triflusulfuron-methyl-1,353,1,1,0,1,YELLOW,1567,plots\test3_34\1567_chrom353_triflusulfuron-methyl-1_YELLOW.png
test3_18,metaflumizone-1,647,1,1,0,0,GREEN,1568,plots\test3_18\1568_chrom647_metaflumizone-1_GREEN.png
test3_19,penthiopyrad-1,481,1,1,0,0,GREEN,1569,plots\test3_19\1569_chrom481_penthiopyrad-1_GREEN.png
test3_43,spirotetramat-enol-2,36,1,1,0,0,GREEN,1570,plots\test3_43\1570_chrom036_spirotetramat-enol-2_GREEN.png
test3_18,cyazofamid-1,401,1,1,0,0,GREEN,1571,plots\test3_18\1571_chrom401_cyazofamid-1_GREEN.png
test3_31,carboxin-1,159,1,1,0,0,GREEN,1572,plots\test3_31\1572_chrom159_carboxin-1_GREEN.png
test3_29,spinetoram J-2,600,1,1,0,0,GREEN,1573,plots\test3_29\1573_chrom600_spinetoram J-2_GREEN.png
test3_7,fenarimol-2,378,4,1,0,4,RED,1574,plots\test3_7\1574_chrom378_fenarimol-2_RED.png
test3_26,fenthion sulfoxide-2,164,1,1,0,0,GREEN,1575,plots\test3_26\1575_chrom164_fenthion sulfoxide-2_GREEN.png
test3_6,benazolin-ethyl-2,270,5,1,0,5,RED,1576,plots\test3_6\1576_chrom270_benazolin-ethyl-2_RED.png
test3_23,spinetoram J-2,600,1,1,0,0,GREEN,1577,plots\test3_23\1577_chrom600_spinetoram J-2_GREEN.png
test3_36,metalaxyl-1,223,1,1,0,0,GREEN,1578,plots\test3_36\1578_chrom223_metalaxyl-1_GREEN.png
test3_55,flufenacet-1,383,1,1,0,0,GREEN,1579,plots\test3_55\1579_chrom383_flufenacet-1_GREEN.png
test3_37,monocrotophos-2,30,1,1,0,0,GREEN,1580,plots\test3_37\1580_chrom030_monocrotophos-2_GREEN.png
test3_24,dimepiperate-2,544,3,1,0,3,RED,1581,plots\test3_24\1581_chrom544_dimepiperate-2_RED.png
test3_50,emamectin B1a-1,655,1,1,0,0,GREEN,1582,plots\test3_50\1582_chrom655_emamectin B1a-1_GREEN.png
test3_16,imidaclothiz-2,46,2,1,0,1,RED,1583,plots\test3_16\1583_chrom046_imidaclothiz-2_RED.png
test3_19,sulfoxaflor-1,65,2,1,0,2,RED,1584,plots\test3_19\1584_chrom065_sulfoxaflor-1_RED.png
test3_10,bromuconazole-1,349,2,1,0,2,RED,1585,plots\test3_10\1585_chrom349_bromuconazole-1_RED.png
test3_52,halosulfuron-methyl-1,301,1,1,0,0,GREEN,1586,plots\test3_52\1586_chrom301_halosulfuron-methyl-1_GREEN.png
test3_10,cyflufenamid-1,539,1,1,0,0,GREEN,1587,plots\test3_10\1587_chrom539_cyflufenamid-1_GREEN.png
test3_16,metolachlor-2,396,1,1,0,0,GREEN,1588,plots\test3_16\1588_chrom396_metolachlor-2_GREEN.png
test3_46,methidathion-1,235,1,1,0,0,GREEN,1589,plots\test3_46\1589_chrom235_methidathion-1_GREEN.png
test3_38,butachlor-1,575,1,1,0,0,GREEN,1590,plots\test3_38\1590_chrom575_butachlor-1_GREEN.png
test3_53,penthiopyrad-1,481,1,1,0,0,GREEN,1591,plots\test3_53\1591_chrom481_penthiopyrad-1_GREEN.png
test3_10,difenoconazole-1,549,1,1,0,0,GREEN,1592,plots\test3_10\1592_chrom549_difenoconazole-1_GREEN.png
test3_13,imidacloprid-2,40,2,1,1,1,YELLOW,1593,plots\test3_13\1593_chrom040_imidacloprid-2_YELLOW.png
test3_25,triflumuron-2,524,1,1,0,0,GREEN,1594,plots\test3_25\1594_chrom524_triflumuron-2_GREEN.png
test3_8,Chloridazon-1,71,5,1,2,2,RED,1595,plots\test3_8\1595_chrom071_Chloridazon-1_RED.png
test3_24,malaoxon-1,147,1,1,0,0,GREEN,1596,plots\test3_24\1596_chrom147_malaoxon-1_GREEN.png
test3_5,indoxacarb-2,574,1,1,0,0,GREEN,1597,plots\test3_5\1597_chrom574_indoxacarb-2_GREEN.png
test3_5,bupirimate-2,424,1,1,0,0,GREEN,1598,plots\test3_5\1598_chrom424_bupirimate-2_GREEN.png
test3_31,difenoconazole-1,549,1,1,0,0,GREEN,1599,plots\test3_31\1599_chrom549_difenoconazole-1_GREEN.png
test3_43,ethion-1,643,1,1,0,0,GREEN,1600,plots\test3_43\1600_chrom643_ethion-1_GREEN.png
test3_18,pendimethalin-2,646,1,1,0,0,GREEN,1601,plots\test3_18\1601_chrom646_pendimethalin-2_GREEN.png
test3_19,spinosad A-2,556,1,1,0,0,GREEN,1602,plots\test3_19\1602_chrom556_spinosad A-2_GREEN.png
test3_13,metolcarb-1,101,2,1,0,2,RED,1603,plots\test3_13\1603_chrom101_metolcarb-1_RED.png
test3_51,prochloraz-2,522,1,1,0,0,GREEN,1604,plots\test3_51\1604_chrom522_prochloraz-2_GREEN.png
test3_6,fenamidone-1,289,1,1,0,0,GREEN,1605,plots\test3_6\1605_chrom289_fenamidone-1_GREEN.png
test3_47,pyriproxyfen-2,628,1,1,0,0,GREEN,1606,plots\test3_47\1606_chrom628_pyriproxyfen-2_GREEN.png
test3_29,malaoxon-2,148,1,1,0,0,GREEN,1607,plots\test3_29\1607_chrom148_malaoxon-2_GREEN.png
test3_52,mevinphos-2,80,1,1,0,0,GREEN,1608,plots\test3_52\1608_chrom080_mevinphos-2_GREEN.png
test3_40,flufenoxuron-1,667,1,1,0,0,GREEN,1609,plots\test3_40\1609_chrom667_flufenoxuron-1_GREEN.png
test3_27,phenthoate-2,452,2,1,0,1,RED,1610,plots\test3_27\1610_chrom452_phenthoate-2_RED.png
test3_21,oxadiazon-1,623,1,1,0,0,GREEN,1611,plots\test3_21\1611_chrom623_oxadiazon-1_GREEN.png
test3_6,methoprene-1,693,1,1,0,0,GREEN,1612,plots\test3_6\1612_chrom693_methoprene-1_GREEN.png
test3_35,chlorpropham-2,312,1,1,0,0,GREEN,1613,plots\test3_35\1613_chrom312_chlorpropham-2_GREEN.png
test3_24,flutolanil-1,323,1,1,0,0,GREEN,1614,plots\test3_24\1614_chrom323_flutolanil-1_GREEN.png
test3_18,azoxystrobin-1,309,1,1,0,0,GREEN,1615,plots\test3_18\1615_chrom309_azoxystrobin-1_GREEN.png
test3_30,fenhexamid-1,365,1,1,0,0,GREEN,1616,plots\test3_30\1616_chrom365_fenhexamid-1_GREEN.png
test3_47,etrimfos-1,455,1,1,0,0,GREEN,1617,plots\test3_47\1617_chrom455_etrimfos-1_GREEN.png
test3_29,pyrisoxazole-1,303,2,1,0,1,RED,1618,plots\test3_29\1618_chrom303_pyrisoxazole-1_RED.png
test3_22,propaquizafop-2,626,1,1,0,0,GREEN,1619,plots\test3_22\1619_chrom626_propaquizafop-2_GREEN.png
test3_44,spirodiclofen-1,683,1,1,0,0,GREEN,1620,plots\test3_44\1620_chrom683_spirodiclofen-1_GREEN.png
test3_43,picoxystrobin-1,457,1,1,0,0,GREEN,1621,plots\test3_43\1621_chrom457_picoxystrobin-1_GREEN.png
test3_17,simazine-2,138,2,1,0,1,RED,1622,plots\test3_17\1622_chrom138_simazine-2_RED.png
test3_56,trifloxystrobin-2,570,1,1,0,0,GREEN,1623,plots\test3_56\1623_chrom570_trifloxystrobin-2_GREEN.png
test3_50,difenoconazole-2,550,1,1,0,0,GREEN,1624,plots\test3_50\1624_chrom550_difenoconazole-2_GREEN.png
test3_27,pencycuron-1,537,1,1,0,0,GREEN,1625,plots\test3_27\1625_chrom537_pencycuron-1_GREEN.png
test3_15,carboxin-1,159,1,1,0,0,GREEN,1626,plots\test3_15\1626_chrom159_carboxin-1_GREEN.png
test3_56,napropamide-1,387,1,1,0,0,GREEN,1627,plots\test3_56\1627_chrom387_napropamide-1_GREEN.png
test3_31,ipconazole-2,564,2,1,0,1,RED,1628,plots\test3_31\1628_chrom564_ipconazole-2_RED.png
test3_17,pyrazosulfuron-ethyl-1,351,1,1,0,0,GREEN,1629,plots\test3_17\1629_chrom351_pyrazosulfuron-ethyl-1_GREEN.png
test3_40,cadusafos-2,552,1,1,0,0,GREEN,1630,plots\test3_40\1630_chrom552_cadusafos-2_GREEN.png
test3_37,tolfenpyrad-1,631,1,1,0,0,GREEN,1631,plots\test3_37\1631_chrom631_tolfenpyrad-1_GREEN.png
test3_20,mevinphos-1,79,3,1,0,2,RED,1632,plots\test3_20\1632_chrom079_mevinphos-1_RED.png
test3_49,thifluzamide-2,414,1,1,0,0,GREEN,1633,plots\test3_49\1633_chrom414_thifluzamide-2_GREEN.png
test3_12,aldicarb sulfoxide-2,12,1,1,0,1,YELLOW,1634,plots\test3_12\1634_chrom012_aldicarb sulfoxide-2_YELLOW.png
test3_32,profenofos-2,580,1,1,0,0,GREEN,1635,plots\test3_32\1635_chrom580_profenofos-2_GREEN.png
test3_55,diniconazole-2,528,1,1,0,0,GREEN,1636,plots\test3_55\1636_chrom528_diniconazole-2_GREEN.png
test3_53,mevinphos-1,79,1,1,0,0,GREEN,1637,plots\test3_53\1637_chrom079_mevinphos-1_GREEN.png
test3_25,omethoate-1,7,1,1,0,0,GREEN,1638,plots\test3_25\1638_chrom007_omethoate-1_GREEN.png
test3_56,clomazone-1,245,1,1,0,0,GREEN,1639,plots\test3_56\1639_chrom245_clomazone-1_GREEN.png
test3_4,fensulfothion oxon-1,85,3,1,0,3,RED,1640,plots\test3_4\1640_chrom085_fensulfothion oxon-1_RED.png
test3_16,ethion-1,643,1,1,0,0,GREEN,1641,plots\test3_16\1641_chrom643_ethion-1_GREEN.png
test3_18,pirimicarb-2,168,1,1,0,0,GREEN,1642,plots\test3_18\1642_chrom168_pirimicarb-2_GREEN.png
test3_10,tolclofos-methyl-2,502,3,1,0,3,RED,1643,plots\test3_10\1643_chrom502_tolclofos-methyl-2_RED.png
test3_7,alachlor-2,382,3,1,0,3,RED,1644,plots\test3_7\1644_chrom382_alachlor-2_RED.png
test3_22,profenofos-1,579,1,1,0,0,GREEN,1645,plots\test3_22\1645_chrom579_profenofos-1_GREEN.png
test3_45,paclobutrazol-2,316,1,1,0,0,GREEN,1646,plots\test3_45\1646_chrom316_paclobutrazol-2_GREEN.png
test3_21,furathiocarb-1,621,1,1,0,0,GREEN,1647,plots\test3_21\1647_chrom621_furathiocarb-1_GREEN.png
test3_48,flumorph-2,244,1,1,0,0,GREEN,1648,plots\test3_48\1648_chrom244_flumorph-2_GREEN.png
test3_7,florasulam-1,83,2,1,0,1,RED,1649,plots\test3_7\1649_chrom083_florasulam-1_RED.png
test3_48,hexaflumuron-2,584,1,1,0,0,GREEN,1650,plots\test3_48\1650_chrom584_hexaflumuron-2_GREEN.png
test3_49,diflubenzuron-2,400,2,1,0,1,RED,1651,plots\test3_49\1651_chrom400_diflubenzuron-2_RED.png
test3_24,kresoxim-methyl-2,444,2,1,1,0,GREEN,1652,plots\test3_24\1652_chrom444_kresoxim-methyl-2_GREEN.png
test3_31,napropamide-1,387,1,1,0,0,GREEN,1653,plots\test3_31\1653_chrom387_napropamide-1_GREEN.png
test3_29,ethiprole-1,299,1,1,0,0,GREEN,1654,plots\test3_29\1654_chrom299_ethiprole-1_GREEN.png
test3_18,fensulfothion oxon-2,86,1,1,0,0,GREEN,1655,plots\test3_18\1655_chrom086_fensulfothion oxon-2_GREEN.png
test3_40,isocarbophos-2,212,1,1,0,0,GREEN,1656,plots\test3_40\1656_chrom212_isocarbophos-2_GREEN.png
test3_55,Dimethenamid-P-2,294,1,1,0,0,GREEN,1657,plots\test3_55\1657_chrom294_Dimethenamid-P-2_GREEN.png
test3_34,albendazole-2,268,1,1,0,0,GREEN,1658,plots\test3_34\1658_chrom268_albendazole-2_GREEN.png
test3_37,demeton-S-methyl-sulfone-2,22,1,1,0,0,GREEN,1659,plots\test3_37\1659_chrom022_demeton-S-methyl-sulfone-2_GREEN.png
test3_4,Diclobutrazol-2,450,1,1,0,0,GREEN,1660,plots\test3_4\1660_chrom450_Diclobutrazol-2_GREEN.png
test3_20,propanil-2,266,1,1,0,0,GREEN,1661,plots\test3_20\1661_chrom266_propanil-2_GREEN.png
test3_36,flutolanil-1,323,1,1,0,0,GREEN,1662,plots\test3_36\1662_chrom323_flutolanil-1_GREEN.png
test3_31,sulfoxaflor-1,65,2,1,0,1,RED,1663,plots\test3_31\1663_chrom065_sulfoxaflor-1_RED.png
test3_12,malaoxon-1,147,1,1,0,0,GREEN,1664,plots\test3_12\1664_chrom147_malaoxon-1_GREEN.png
test3_27,phorate-1,495,1,1,0,0,GREEN,1665,plots\test3_27\1665_chrom495_phorate-1_GREEN.png
test3_11,cyclosulfamuron-1,391,1,1,0,0,GREEN,1666,plots\test3_11\1666_chrom391_cyclosulfamuron-1_GREEN.png
test3_24,triflumizole metabolite FM-6-1-2,106,1,1,0,0,GREEN,1667,plots\test3_24\1667_chrom106_triflumizole metabolite FM-6-1-2_GREEN.png
test3_19,terbufos sulfoxide-1,283,1,1,0,1,YELLOW,1668,plots\test3_19\1668_chrom283_terbufos sulfoxide-1_YELLOW.png
test3_16,fluthiacet-methyl-1,459,1,1,0,0,GREEN,1669,plots\test3_16\1669_chrom459_fluthiacet-methyl-1_GREEN.png
test3_14,propisochlor-1,397,1,1,0,1,YELLOW,1670,plots\test3_14\1670_chrom397_propisochlor-1_YELLOW.png
test3_42,chlorsulfuron-1,143,1,1,0,0,GREEN,1671,plots\test3_42\1671_chrom143_chlorsulfuron-1_GREEN.png
test3_15,parathion-1,427,1,1,0,0,GREEN,1672,plots\test3_15\1672_chrom427_parathion-1_GREEN.png
test3_45,fensulfothion oxon sulfone-1,89,1,1,0,0,GREEN,1673,plots\test3_45\1673_chrom089_fensulfothion oxon sulfone-1_GREEN.png
test3_13,coumoxystrobin-2,654,1,1,0,0,GREEN,1674,plots\test3_13\1674_chrom654_coumoxystrobin-2_GREEN.png
test3_29,terbufos-1,595,1,1,0,0,GREEN,1675,plots\test3_29\1675_chrom595_terbufos-1_GREEN.png
test3_22,quinalphos-2,440,1,1,0,0,GREEN,1676,plots\test3_22\1676_chrom440_quinalphos-2_GREEN.png
test3_33,amisulbrom-1,567,1,1,0,0,GREEN,1677,plots\test3_33\1677_chrom567_amisulbrom-1_GREEN.png
test3_36,phenamacril-2,122,1,1,0,0,GREEN,1678,plots\test3_36\1678_chrom122_phenamacril-2_GREEN.png
test3_10,disulfoton sulfone-1,187,1,1,0,0,GREEN,1679,plots\test3_10\1679_chrom187_disulfoton sulfone-1_GREEN.png
test3_34,quizalofop-ethyl-1,593,1,1,0,0,GREEN,1680,plots\test3_34\1680_chrom593_quizalofop-ethyl-1_GREEN.png
test3_5,dinotefuran-2,14,1,1,0,0,GREEN,1681,plots\test3_5\1681_chrom014_dinotefuran-2_GREEN.png
test3_13,oxaziclomefone-1,597,1,1,0,0,GREEN,1682,plots\test3_13\1682_chrom597_oxaziclomefone-1_GREEN.png
test3_19,iprovalicarb-1,375,1,1,0,0,GREEN,1683,plots\test3_19\1683_chrom375_iprovalicarb-1_GREEN.png
test3_23,Fenoxycarb-2,426,1,1,0,0,GREEN,1684,plots\test3_23\1684_chrom426_Fenoxycarb-2_GREEN.png
test3_28,tau-fluvalinate-1,691,1,1,0,0,GREEN,1685,plots\test3_28\1685_chrom691_tau-fluvalinate-1_GREEN.png
test3_34,phosfolan-1,87,1,1,0,0,GREEN,1686,plots\test3_34\1686_chrom087_phosfolan-1_GREEN.png
test3_36,oxamyl-1,17,3,1,0,2,RED,1687,plots\test3_36\1687_chrom017_oxamyl-1_RED.png
test3_37,trichlorfon-1,59,1,1,0,0,GREEN,1688,plots\test3_37\1688_chrom059_trichlorfon-1_GREEN.png
test3_32,flutriafol-2,194,1,1,0,0,GREEN,1689,plots\test3_32\1689_chrom194_flutriafol-2_GREEN.png
test3_22,albendazole-2,268,1,1,0,0,GREEN,1690,plots\test3_22\1690_chrom268_albendazole-2_GREEN.png
test3_32,nitenpyram-2,16,1,1,0,0,GREEN,1691,plots\test3_32\1691_chrom016_nitenpyram-2_GREEN.png
test3_37,fluopyram-2,372,1,1,0,0,GREEN,1692,plots\test3_37\1692_chrom372_fluopyram-2_GREEN.png
test3_33,phoxim-1,437,1,1,0,0,GREEN,1693,plots\test3_33\1693_chrom437_phoxim-1_GREEN.png
test3_8,forchlorfenuron-1,213,1,1,0,0,GREEN,1694,plots\test3_8\1694_chrom213_forchlorfenuron-1_GREEN.png
test3_24,methoxyfenozide-1,367,1,1,0,0,GREEN,1695,plots\test3_24\1695_chrom367_methoxyfenozide-1_GREEN.png
test3_22,methoprene-1,693,2,1,0,1,RED,1696,plots\test3_22\1696_chrom693_methoprene-1_RED.png
test3_16,fluopicolide-1,321,1,1,0,0,GREEN,1697,plots\test3_16\1697_chrom321_fluopicolide-1_GREEN.png
test3_10,flurtamone-1,297,1,1,0,0,GREEN,1698,plots\test3_10\1698_chrom297_flurtamone-1_GREEN.png
test3_51,phenmedipham-2,250,1,1,0,0,GREEN,1699,plots\test3_51\1699_chrom250_phenmedipham-2_GREEN.png
test3_7,pyriftalid-2,272,3,1,0,2,RED,1700,plots\test3_7\1700_chrom272_pyriftalid-2_RED.png
