sample_id,uid,ai_chrom_index,n_ai_peaks,n_trad_peaks,n_ignored_weak,n_review_required,channel_alert_level,random_order,plot_path
test3_56,cyanazine-1,109,1,1,0,0,GREEN,717,plots\test3_56\0717_chrom109_cyanazine-1_GREEN.png
test3_46,chlordimeform-1,27,1,1,0,1,YELLOW,718,plots\test3_46\0718_chrom027_chlordimeform-1_YELLOW.png
test3_35,clethodim-1,571,1,1,0,0,GREEN,719,plots\test3_35\0719_chrom571_clethodim-1_GREEN.png
test3_4,mesosulfuron-methyl-1,201,1,1,0,0,GREEN,720,plots\test3_4\0720_chrom201_mesosulfuron-methyl-1_GREEN.png
test3_43,omethoate-2,8,1,1,0,1,YELLOW,721,plots\test3_43\0721_chrom008_omethoate-2_YELLOW.png
test3_29,piperonyl butoxide-1,637,1,1,0,0,GREEN,722,plots\test3_29\0722_chrom637_piperonyl butoxide-1_GREEN.png
test3_47,chromafenozide-1,407,1,1,0,0,GREEN,723,plots\test3_47\0723_chrom407_chromafenozide-1_GREEN.png
test3_50,penconazole-1,445,1,1,0,0,GREEN,724,plots\test3_50\0724_chrom445_penconazole-1_GREEN.png
test3_22,fenarimol-2,378,1,1,0,0,GREEN,725,plots\test3_22\0725_chrom378_fenarimol-2_GREEN.png
test3_51,difenoconazole-1,549,1,1,0,0,GREEN,726,plots\test3_51\0726_chrom549_difenoconazole-1_GREEN.png
test3_16,propargite-1,665,1,1,0,0,GREEN,727,plots\test3_16\0727_chrom665_propargite-1_GREEN.png
test3_32,ametoctradin-2,548,1,1,0,0,GREEN,728,plots\test3_32\0728_chrom548_ametoctradin-2_GREEN.png
test3_31,fenthion sulfoxide-2,164,1,1,0,0,GREEN,729,plots\test3_31\0729_chrom164_fenthion sulfoxide-2_GREEN.png
test3_36,metazachlor-2,208,1,1,0,0,GREEN,730,plots\test3_36\0730_chrom208_metazachlor-2_GREEN.png
test3_51,sulfoxaflor-2,66,1,1,0,0,GREEN,731,plots\test3_51\0731_chrom066_sulfoxaflor-2_GREEN.png
test3_27,triflusulfuron-methyl-1,353,1,1,0,0,GREEN,732,plots\test3_27\0732_chrom353_triflusulfuron-methyl-1_GREEN.png
test3_41,chlorbenzuron-1,441,1,1,0,0,GREEN,733,plots\test3_41\0733_chrom441_chlorbenzuron-1_GREEN.png
test3_27,spinosad A-1,555,1,1,0,0,GREEN,734,plots\test3_27\0734_chrom555_spinosad A-1_GREEN.png
test3_20,tolfenpyrad-2,632,1,1,0,0,GREEN,735,plots\test3_20\0735_chrom632_tolfenpyrad-2_GREEN.png
test3_53,chlorfluazuron-1,679,1,1,0,0,GREEN,736,plots\test3_53\0736_chrom679_chlorfluazuron-1_GREEN.png
test3_40,metamitron-2,64,1,1,0,0,GREEN,737,plots\test3_40\0737_chrom064_metamitron-2_GREEN.png
test3_18,penconazole-2,446,1,1,0,0,GREEN,738,plots\test3_18\0738_chrom446_penconazole-2_GREEN.png
test3_42,iprodione-2,394,2,1,0,1,RED,739,plots\test3_42\0739_chrom394_iprodione-2_RED.png
test3_56,bensulfuron-methyl-2,274,1,1,0,0,GREEN,740,plots\test3_56\0740_chrom274_bensulfuron-methyl-2_GREEN.png
test3_14,terbufos sulfoxide-2,284,3,1,0,2,RED,741,plots\test3_14\0741_chrom284_terbufos sulfoxide-2_RED.png
test3_22,pendimethalin-2,646,3,1,1,2,RED,742,plots\test3_22\0742_chrom646_pendimethalin-2_RED.png
test3_14,bromuconazole-2,350,3,1,0,2,RED,743,plots\test3_14\0743_chrom350_bromuconazole-2_RED.png
test3_46,linuron-1,263,1,1,0,0,GREEN,744,plots\test3_46\0744_chrom263_linuron-1_GREEN.png
test3_29,indoxacarb-1,573,1,1,0,0,GREEN,745,plots\test3_29\0745_chrom573_indoxacarb-1_GREEN.png
test3_39,halosulfuron-methyl-1,301,1,1,0,0,GREEN,746,plots\test3_39\0746_chrom301_halosulfuron-methyl-1_GREEN.png
test3_34,fenothiocarb-2,418,1,1,0,0,GREEN,747,plots\test3_34\0747_chrom418_fenothiocarb-2_GREEN.png
test3_45,fluopyram-2,372,1,1,0,0,GREEN,748,plots\test3_45\0748_chrom372_fluopyram-2_GREEN.png
test3_7,flucetosulfuron-1,275,1,1,0,0,GREEN,749,plots\test3_7\0749_chrom275_flucetosulfuron-1_GREEN.png
test3_29,picoxystrobin-1,457,1,1,0,0,GREEN,750,plots\test3_29\0750_chrom457_picoxystrobin-1_GREEN.png
test3_52,fensulfothion-1,217,1,1,0,0,GREEN,751,plots\test3_52\0751_chrom217_fensulfothion-1_GREEN.png
test3_27,fenamiphos sulfone-2,162,1,1,0,0,GREEN,752,plots\test3_27\0752_chrom162_fenamiphos sulfone-2_GREEN.png
test3_48,ethofumesate-2,282,1,1,0,0,GREEN,753,plots\test3_48\0753_chrom282_ethofumesate-2_GREEN.png
test3_15,enestroburin-2,612,1,1,0,0,GREEN,754,plots\test3_15\0754_chrom612_enestroburin-2_GREEN.png
test3_12,thifluzamide-1,413,1,1,0,0,GREEN,755,plots\test3_12\0755_chrom413_thifluzamide-1_GREEN.png
test3_44,bitertanol-2,526,1,1,0,0,GREEN,756,plots\test3_44\0756_chrom526_bitertanol-2_GREEN.png
test3_14,bendiocarb-2,126,3,1,0,2,RED,757,plots\test3_14\0757_chrom126_bendiocarb-2_RED.png
test3_14,terbufos sulfoxide-1,283,2,1,0,1,RED,758,plots\test3_14\0758_chrom283_terbufos sulfoxide-1_RED.png
test3_44,clethodim-2,572,1,1,0,0,GREEN,759,plots\test3_44\0759_chrom572_clethodim-2_GREEN.png
test3_37,fenthion sulfoxide-1,163,1,1,0,0,GREEN,760,plots\test3_37\0760_chrom163_fenthion sulfoxide-1_GREEN.png
test3_52,isoprocarb-2,186,1,1,0,0,GREEN,761,plots\test3_52\0761_chrom186_isoprocarb-2_GREEN.png
test3_55,promecarb-1,261,2,1,0,1,RED,762,plots\test3_55\0762_chrom261_promecarb-1_RED.png
test3_45,terbufos sulfone-2,278,2,1,0,1,RED,763,plots\test3_45\0763_chrom278_terbufos sulfone-2_RED.png
test3_35,flucetosulfuron-1,275,1,1,0,0,GREEN,764,plots\test3_35\0764_chrom275_flucetosulfuron-1_GREEN.png
test3_24,iprobenfos-1,469,1,1,0,0,GREEN,765,plots\test3_24\0765_chrom469_iprobenfos-1_GREEN.png
test3_17,phosmet-1,255,1,1,0,0,GREEN,766,plots\test3_17\0766_chrom255_phosmet-1_GREEN.png
test3_18,metribuzin-2,134,2,1,0,1,RED,767,plots\test3_18\0767_chrom134_metribuzin-2_RED.png
test3_31,ethirimol-1,145,1,1,0,0,GREEN,768,plots\test3_31\0768_chrom145_ethirimol-1_GREEN.png
test3_18,tricyclazole-1,91,1,1,0,0,GREEN,769,plots\test3_18\0769_chrom091_tricyclazole-1_GREEN.png
test3_31,pretilachlor-1,577,1,1,0,0,GREEN,770,plots\test3_31\0770_chrom577_pretilachlor-1_GREEN.png
test3_48,parathion-2,428,1,1,0,0,GREEN,771,plots\test3_48\0771_chrom428_parathion-2_GREEN.png
test3_51,flubendiamide-2,504,2,1,1,0,GREEN,772,plots\test3_51\0772_chrom504_flubendiamide-2_GREEN.png
test3_3,ethiprole-2,300,2,1,1,0,GREEN,773,plots\test3_3\0773_chrom300_ethiprole-2_GREEN.png
test3_44,bensulfuron-methyl-2,274,1,1,0,0,GREEN,774,plots\test3_44\0774_chrom274_bensulfuron-methyl-2_GREEN.png
test3_18,acetochlor-2,380,2,1,1,1,YELLOW,775,plots\test3_18\0775_chrom380_acetochlor-2_YELLOW.png
test3_25,triazophos-1,361,2,1,0,1,RED,776,plots\test3_25\0776_chrom361_triazophos-1_RED.png
test3_54,amidosulfuron-1,149,1,1,0,0,GREEN,777,plots\test3_54\0777_chrom149_amidosulfuron-1_GREEN.png
test3_34,fluxapyroxad-1,319,1,1,0,0,GREEN,778,plots\test3_34\0778_chrom319_fluxapyroxad-1_GREEN.png
test3_5,propargite-1,665,5,1,1,3,RED,779,plots\test3_5\0779_chrom665_propargite-1_RED.png
test3_5,phenmedipham-1,249,1,1,0,0,GREEN,780,plots\test3_5\0780_chrom249_phenmedipham-1_GREEN.png
test3_26,propyrisulfuron-1,359,1,1,0,0,GREEN,781,plots\test3_26\0781_chrom359_propyrisulfuron-1_GREEN.png
test3_23,fenoxanil-2,422,1,1,0,1,YELLOW,782,plots\test3_23\0782_chrom422_fenoxanil-2_YELLOW.png
test3_32,iprovalicarb-2,376,1,1,0,0,GREEN,783,plots\test3_32\0783_chrom376_iprovalicarb-2_GREEN.png
test3_6,flutolanil-1,323,1,1,0,0,GREEN,784,plots\test3_6\0784_chrom323_flutolanil-1_GREEN.png
test3_23,flonicamid-2,24,1,1,0,0,GREEN,785,plots\test3_23\0785_chrom024_flonicamid-2_GREEN.png
test3_29,carbaryl-1,157,1,1,0,0,GREEN,786,plots\test3_29\0786_chrom157_carbaryl-1_GREEN.png
test3_55,amisulbrom-2,568,1,1,0,0,GREEN,787,plots\test3_55\0787_chrom568_amisulbrom-2_GREEN.png
test3_51,isazofos-1,357,1,1,0,0,GREEN,788,plots\test3_51\0788_chrom357_isazofos-1_GREEN.png
test3_54,trifloxystrobin-2,570,1,1,0,0,GREEN,789,plots\test3_54\0789_chrom570_trifloxystrobin-2_GREEN.png
test3_24,fenothiocarb-1,417,1,1,0,0,GREEN,790,plots\test3_24\0790_chrom417_fenothiocarb-1_GREEN.png
test3_29,phorate sulfoxide-1,183,1,1,0,0,GREEN,791,plots\test3_29\0791_chrom183_phorate sulfoxide-1_GREEN.png
test3_44,pyriftalid-2,272,1,1,0,0,GREEN,792,plots\test3_44\0792_chrom272_pyriftalid-2_GREEN.png
test3_32,chlortoluron-1,175,1,1,0,0,GREEN,793,plots\test3_32\0793_chrom175_chlortoluron-1_GREEN.png
test3_34,kresoxim-methyl-2,444,2,1,1,0,GREEN,794,plots\test3_34\0794_chrom444_kresoxim-methyl-2_GREEN.png
test3_9,triflusulfuron-methyl-2,354,1,1,0,1,YELLOW,795,plots\test3_9\0795_chrom354_triflusulfuron-methyl-2_YELLOW.png
test3_46,propisochlor-2,398,1,1,0,0,GREEN,796,plots\test3_46\0796_chrom398_propisochlor-2_GREEN.png
test3_53,fenpropidin-2,228,1,1,0,0,GREEN,797,plots\test3_53\0797_chrom228_fenpropidin-2_GREEN.png
test3_30,flubendiamide-1,503,1,1,0,0,GREEN,798,plots\test3_30\0798_chrom503_flubendiamide-1_GREEN.png
test3_41,fenthion-2,454,1,1,0,0,GREEN,799,plots\test3_41\0799_chrom454_fenthion-2_GREEN.png
test3_32,amidosulfuron-2,150,1,1,0,0,GREEN,800,plots\test3_32\0800_chrom150_amidosulfuron-2_GREEN.png
test3_14,carfentrazone-ethyl-2,472,1,1,0,0,GREEN,801,plots\test3_14\0801_chrom472_carfentrazone-ethyl-2_GREEN.png
test3_46,enestroburin-1,611,1,1,0,0,GREEN,802,plots\test3_46\0802_chrom611_enestroburin-1_GREEN.png
test3_31,pyrazosulfuron-ethyl-2,352,1,1,0,0,GREEN,803,plots\test3_31\0803_chrom352_pyrazosulfuron-ethyl-2_GREEN.png
test3_16,heptenophos-1,221,1,1,0,0,GREEN,804,plots\test3_16\0804_chrom221_heptenophos-1_GREEN.png
test3_47,halosulfuron-methyl-2,302,1,1,0,0,GREEN,805,plots\test3_47\0805_chrom302_halosulfuron-methyl-2_GREEN.png
test3_4,forchlorfenuron-1,213,1,1,0,0,GREEN,806,plots\test3_4\0806_chrom213_forchlorfenuron-1_GREEN.png
test3_21,hexythiazox-2,650,1,1,0,0,GREEN,807,plots\test3_21\0807_chrom650_hexythiazox-2_GREEN.png
test3_32,isazofos-1,357,1,1,0,0,GREEN,808,plots\test3_32\0808_chrom357_isazofos-1_GREEN.png
test3_35,methiocarb sulfoxide-2,48,1,1,0,0,GREEN,809,plots\test3_35\0809_chrom048_methiocarb sulfoxide-2_GREEN.png
test3_4,picoxystrobin-1,457,4,1,0,3,RED,810,plots\test3_4\0810_chrom457_picoxystrobin-1_RED.png
test3_15,imazalil-2,198,1,1,0,0,GREEN,811,plots\test3_15\0811_chrom198_imazalil-2_GREEN.png
test3_45,novaluron-2,606,1,1,0,0,GREEN,812,plots\test3_45\0812_chrom606_novaluron-2_GREEN.png
test3_15,etrimfos-1,455,2,1,1,0,GREEN,813,plots\test3_15\0813_chrom455_etrimfos-1_GREEN.png
test3_40,diflubenzuron-2,400,2,1,0,1,RED,814,plots\test3_40\0814_chrom400_diflubenzuron-2_RED.png
test3_25,cyanazine-1,109,1,1,0,0,GREEN,815,plots\test3_25\0815_chrom109_cyanazine-1_GREEN.png
test3_12,tebufenozide-2,464,3,1,1,1,RED,816,plots\test3_12\0816_chrom464_tebufenozide-2_RED.png
test3_33,spirotetramat-2,404,1,1,0,0,GREEN,817,plots\test3_33\0817_chrom404_spirotetramat-2_GREEN.png
test3_4,pirimicarb-desmethyl-formamido-1,141,1,1,0,0,GREEN,818,plots\test3_4\0818_chrom141_pirimicarb-desmethyl-formamido-1_GREEN.png
test3_29,tetraconazole-2,386,1,1,0,0,GREEN,819,plots\test3_29\0819_chrom386_tetraconazole-2_GREEN.png
test3_56,tolfenpyrad-2,632,1,1,0,0,GREEN,820,plots\test3_56\0820_chrom632_tolfenpyrad-2_GREEN.png
test3_18,cyprodinil-2,420,1,1,0,0,GREEN,821,plots\test3_18\0821_chrom420_cyprodinil-2_GREEN.png
test3_19,terbuthylazine-2,296,1,1,0,0,GREEN,822,plots\test3_19\0822_chrom296_terbuthylazine-2_GREEN.png
test3_4,dimepiperate-2,544,6,1,0,6,RED,823,plots\test3_4\0823_chrom544_dimepiperate-2_RED.png
test3_23,dicrotophos-2,34,1,1,0,0,GREEN,824,plots\test3_23\0824_chrom034_dicrotophos-2_GREEN.png
test3_4,flurtamone-1,297,1,1,0,0,GREEN,825,plots\test3_4\0825_chrom297_flurtamone-1_GREEN.png
test3_49,azinphos-methyl-1,247,1,1,0,0,GREEN,826,plots\test3_49\0826_chrom247_azinphos-methyl-1_GREEN.png
test3_15,phenthoate-2,452,2,1,0,1,RED,827,plots\test3_15\0827_chrom452_phenthoate-2_RED.png
test3_53,triflumuron-1,523,1,1,0,0,GREEN,828,plots\test3_53\0828_chrom523_triflumuron-1_GREEN.png
test3_11,oxaziclomefone-2,598,2,1,0,1,RED,829,plots\test3_11\0829_chrom598_oxaziclomefone-2_RED.png
test3_48,lactofen-1,633,1,1,0,0,GREEN,830,plots\test3_48\0830_chrom633_lactofen-1_GREEN.png
test3_5,lactofen-1,633,1,1,0,0,GREEN,831,plots\test3_5\0831_chrom633_lactofen-1_GREEN.png
test3_47,phoxim-2,438,1,1,0,0,GREEN,832,plots\test3_47\0832_chrom438_phoxim-2_GREEN.png
test3_55,triticonazole-1,373,1,1,0,0,GREEN,833,plots\test3_55\0833_chrom373_triticonazole-1_GREEN.png
test3_19,spinetoram L-2,642,1,1,0,0,GREEN,834,plots\test3_19\0834_chrom642_spinetoram L-2_GREEN.png
test3_17,ethofumesate-2,282,1,1,0,0,GREEN,835,plots\test3_17\0835_chrom282_ethofumesate-2_GREEN.png
test3_36,terbufos sulfone-2,278,3,1,1,1,RED,836,plots\test3_36\0836_chrom278_terbufos sulfone-2_RED.png
test3_22,fenamidone-2,290,1,1,0,0,GREEN,837,plots\test3_22\0837_chrom290_fenamidone-2_GREEN.png
test3_7,bendiocarb-2,126,1,1,0,1,YELLOW,838,plots\test3_7\0838_chrom126_bendiocarb-2_YELLOW.png
test3_9,azoxystrobin-1,309,1,1,0,0,GREEN,839,plots\test3_9\0839_chrom309_azoxystrobin-1_GREEN.png
test3_3,linuron-2,264,1,1,0,0,GREEN,840,plots\test3_3\0840_chrom264_linuron-2_GREEN.png
test3_52,fenamiphos-2,432,1,1,0,0,GREEN,841,plots\test3_52\0841_chrom432_fenamiphos-2_GREEN.png
test3_7,spirodiclofen-1,683,2,1,0,2,RED,842,plots\test3_7\0842_chrom683_spirodiclofen-1_RED.png
test3_34,atrazine-1,195,1,1,0,0,GREEN,843,plots\test3_34\0843_chrom195_atrazine-1_GREEN.png
test3_29,thifluzamide-2,414,1,1,0,0,GREEN,844,plots\test3_29\0844_chrom414_thifluzamide-2_GREEN.png
test3_25,bupirimate-1,423,1,1,0,0,GREEN,845,plots\test3_25\0845_chrom423_bupirimate-1_GREEN.png
test3_33,isocarbophos-2,212,1,1,0,0,GREEN,846,plots\test3_33\0846_chrom212_isocarbophos-2_GREEN.png
test3_48,Diclobutrazol-2,450,3,1,0,2,RED,847,plots\test3_48\0847_chrom450_Diclobutrazol-2_RED.png
test3_22,fenothiocarb-2,418,1,1,0,0,GREEN,848,plots\test3_22\0848_chrom418_fenothiocarb-2_GREEN.png
test3_12,isocarbophos-1,211,1,1,0,0,GREEN,849,plots\test3_12\0849_chrom211_isocarbophos-1_GREEN.png
test3_13,chlorpyrifos-methyl-2,518,2,1,0,1,RED,850,plots\test3_13\0850_chrom518_chlorpyrifos-methyl-2_RED.png
test3_56,molinate-2,314,1,1,0,0,GREEN,851,plots\test3_56\0851_chrom314_molinate-2_GREEN.png
test3_22,diflufenican-2,558,1,1,0,0,GREEN,852,plots\test3_22\0852_chrom558_diflufenican-2_GREEN.png
test3_11,Proquinazid-1,675,1,1,0,0,GREEN,853,plots\test3_11\0853_chrom675_Proquinazid-1_GREEN.png
test3_42,phosphamidon-2,104,1,1,0,0,GREEN,854,plots\test3_42\0854_chrom104_phosphamidon-2_GREEN.png
test3_11,fenpropimorph-2,292,1,1,0,0,GREEN,855,plots\test3_11\0855_chrom292_fenpropimorph-2_GREEN.png
test3_27,metrafenone-2,534,1,1,0,0,GREEN,856,plots\test3_27\0856_chrom534_metrafenone-2_GREEN.png
test3_33,benalaxyl-1,507,1,1,0,0,GREEN,857,plots\test3_33\0857_chrom507_benalaxyl-1_GREEN.png
test3_36,clethodim sulfoxide-2,238,1,1,0,1,YELLOW,858,plots\test3_36\0858_chrom238_clethodim sulfoxide-2_YELLOW.png
test3_37,chlorfluazuron-2,680,1,1,0,0,GREEN,859,plots\test3_37\0859_chrom680_chlorfluazuron-2_GREEN.png
test3_26,carbendazim-2,56,3,1,0,3,RED,860,plots\test3_26\0860_chrom056_carbendazim-2_RED.png
test3_25,imidaclothiz-1,45,1,1,0,0,GREEN,861,plots\test3_25\0861_chrom045_imidaclothiz-1_GREEN.png
test3_36,procymidone-1,341,1,1,0,0,GREEN,862,plots\test3_36\0862_chrom341_procymidone-1_GREEN.png
test3_26,amisulbrom-1,567,1,1,0,0,GREEN,863,plots\test3_26\0863_chrom567_amisulbrom-1_GREEN.png
test3_54,diniconazole-2,528,1,1,0,0,GREEN,864,plots\test3_54\0864_chrom528_diniconazole-2_GREEN.png
test3_28,thidiazuron-1,123,1,1,0,0,GREEN,865,plots\test3_28\0865_chrom123_thidiazuron-1_GREEN.png
test3_30,tetraconazole-2,386,1,1,0,0,GREEN,866,plots\test3_30\0866_chrom386_tetraconazole-2_GREEN.png
test3_43,simetryn-2,178,1,1,0,0,GREEN,867,plots\test3_43\0867_chrom178_simetryn-2_GREEN.png
test3_30,sulfentrazone-2,154,1,1,0,0,GREEN,868,plots\test3_30\0868_chrom154_sulfentrazone-2_GREEN.png
test3_21,etoxazole-2,670,1,1,0,0,GREEN,869,plots\test3_21\0869_chrom670_etoxazole-2_GREEN.png
test3_26,mepronil-1,329,1,1,0,0,GREEN,870,plots\test3_26\0870_chrom329_mepronil-1_GREEN.png
test3_21,etofenprox-2,696,1,1,0,0,GREEN,871,plots\test3_21\0871_chrom696_etofenprox-2_GREEN.png
test3_28,boscalid-1,305,1,1,0,0,GREEN,872,plots\test3_28\0872_chrom305_boscalid-1_GREEN.png
test3_50,pyrazosulfuron-ethyl-2,352,1,1,0,0,GREEN,873,plots\test3_50\0873_chrom352_pyrazosulfuron-ethyl-2_GREEN.png
test3_43,sedaxane-2,346,2,1,0,1,RED,874,plots\test3_43\0874_chrom346_sedaxane-2_RED.png
test3_42,nitenpyram-2,16,1,1,0,0,GREEN,875,plots\test3_42\0875_chrom016_nitenpyram-2_GREEN.png
test3_16,metamifop-1,615,1,1,0,0,GREEN,876,plots\test3_16\0876_chrom615_metamifop-1_GREEN.png
test3_48,tau-fluvalinate-2,692,1,1,0,0,GREEN,877,plots\test3_48\0877_chrom692_tau-fluvalinate-2_GREEN.png
test3_21,iprodione-2,394,2,1,0,1,RED,878,plots\test3_21\0878_chrom394_iprodione-2_RED.png
test3_31,tolclofos-methyl-2,502,1,1,0,0,GREEN,879,plots\test3_31\0879_chrom502_tolclofos-methyl-2_GREEN.png
test3_21,cyclosulfamuron-2,392,1,1,0,0,GREEN,880,plots\test3_21\0880_chrom392_cyclosulfamuron-2_GREEN.png
test3_49,propaquizafop-1,625,1,1,0,0,GREEN,881,plots\test3_49\0881_chrom625_propaquizafop-1_GREEN.png
test3_49,pyriftalid-1,271,1,1,0,0,GREEN,882,plots\test3_49\0882_chrom271_pyriftalid-1_GREEN.png
test3_24,carbendazim-2,56,2,1,0,2,RED,883,plots\test3_24\0883_chrom056_carbendazim-2_RED.png
test3_33,molinate-2,314,1,1,0,0,GREEN,884,plots\test3_33\0884_chrom314_molinate-2_GREEN.png
test3_49,coumaphos-2,512,1,1,0,0,GREEN,885,plots\test3_49\0885_chrom512_coumaphos-2_GREEN.png
test3_18,triasulfuron-2,118,1,1,0,0,GREEN,886,plots\test3_18\0886_chrom118_triasulfuron-2_GREEN.png
test3_44,3-hydroxy carbofuran-2,52,1,1,0,0,GREEN,887,plots\test3_44\0887_chrom052_3-hydroxy carbofuran-2_GREEN.png
test3_41,flutolanil-1,323,1,1,0,0,GREEN,888,plots\test3_41\0888_chrom323_flutolanil-1_GREEN.png
test3_43,azinphos-methyl-2,248,1,1,0,0,GREEN,889,plots\test3_43\0889_chrom248_azinphos-methyl-2_GREEN.png
test3_33,methamidophos-2,2,2,1,1,1,YELLOW,890,plots\test3_33\0890_chrom002_methamidophos-2_YELLOW.png
test3_3,imidaclothiz-1,45,4,1,0,4,RED,891,plots\test3_3\0891_chrom045_imidaclothiz-1_RED.png
test3_23,phosphamidon-2,104,1,1,0,0,GREEN,892,plots\test3_23\0892_chrom104_phosphamidon-2_GREEN.png
test3_51,fenaminstrobin-2,588,1,1,0,0,GREEN,893,plots\test3_51\0893_chrom588_fenaminstrobin-2_GREEN.png
test3_48,propoxur-2,130,1,1,0,0,GREEN,894,plots\test3_48\0894_chrom130_propoxur-2_GREEN.png
test3_39,propanil-2,266,1,1,0,0,GREEN,895,plots\test3_39\0895_chrom266_propanil-2_GREEN.png
test3_15,phosalone-2,520,1,1,0,0,GREEN,896,plots\test3_15\0896_chrom520_phosalone-2_GREEN.png
test3_45,flurtamone-2,298,1,1,0,0,GREEN,897,plots\test3_45\0897_chrom298_flurtamone-2_GREEN.png
test3_32,propisochlor-1,397,2,1,1,0,GREEN,898,plots\test3_32\0898_chrom397_propisochlor-1_GREEN.png
test3_45,prochloraz-2,522,1,1,0,0,GREEN,899,plots\test3_45\0899_chrom522_prochloraz-2_GREEN.png
test3_8,3-hydroxy carbofuran-2,52,2,1,0,1,RED,900,plots\test3_8\0900_chrom052_3-hydroxy carbofuran-2_RED.png
test3_21,disulfoton sulfoxide-2,180,1,1,0,0,GREEN,901,plots\test3_21\0901_chrom180_disulfoton sulfoxide-2_GREEN.png
test3_34,dichlorvos-2,116,1,1,0,0,GREEN,902,plots\test3_34\0902_chrom116_dichlorvos-2_GREEN.png
test3_51,thiophanate-methyl-1,119,1,1,0,0,GREEN,903,plots\test3_51\0903_chrom119_thiophanate-methyl-1_GREEN.png
test3_30,benzoximate-1,531,1,1,0,0,GREEN,904,plots\test3_30\0904_chrom531_benzoximate-1_GREEN.png
test3_32,fenhexamid-2,366,1,1,0,1,YELLOW,905,plots\test3_32\0905_chrom366_fenhexamid-2_YELLOW.png
test3_56,oxyfluorfen-2,604,1,1,0,0,GREEN,906,plots\test3_56\0906_chrom604_oxyfluorfen-2_GREEN.png
test3_26,propargite-2,666,2,1,0,1,RED,907,plots\test3_26\0907_chrom666_propargite-2_RED.png
test3_54,propisochlor-1,397,2,1,1,0,GREEN,908,plots\test3_54\0908_chrom397_propisochlor-1_GREEN.png
test3_28,fenamiphos sulfoxide-1,151,1,1,0,0,GREEN,909,plots\test3_28\0909_chrom151_fenamiphos sulfoxide-1_GREEN.png
test3_42,sethoxydim-2,608,1,1,0,1,YELLOW,910,plots\test3_42\0910_chrom608_sethoxydim-2_YELLOW.png
test3_33,fenpropidin-1,227,1,1,0,0,GREEN,911,plots\test3_33\0911_chrom227_fenpropidin-1_GREEN.png
test3_33,Picolinafen-2,630,1,1,0,0,GREEN,912,plots\test3_33\0912_chrom630_Picolinafen-2_GREEN.png
test3_14,propyzamide-2,308,1,1,0,1,YELLOW,913,plots\test3_14\0913_chrom308_propyzamide-2_YELLOW.png
test3_37,triazophos-1,361,2,1,0,1,RED,914,plots\test3_37\0914_chrom361_triazophos-1_RED.png
test3_32,isoxaflutole-2,220,1,1,0,0,GREEN,915,plots\test3_32\0915_chrom220_isoxaflutole-2_GREEN.png
test3_38,flumorph-2,244,1,1,0,0,GREEN,916,plots\test3_38\0916_chrom244_flumorph-2_GREEN.png
test3_36,fenamiphos sulfoxide-2,152,1,1,0,0,GREEN,917,plots\test3_36\0917_chrom152_fenamiphos sulfoxide-2_GREEN.png
test3_16,teflubenzuron-2,602,4,1,0,4,RED,918,plots\test3_16\0918_chrom602_teflubenzuron-2_RED.png
test3_31,penoxsulam-1,171,1,1,0,0,GREEN,919,plots\test3_31\0919_chrom171_penoxsulam-1_GREEN.png
test3_52,rotenone-2,434,1,1,0,0,GREEN,920,plots\test3_52\0920_chrom434_rotenone-2_GREEN.png
test3_40,dinotefuran-2,14,1,1,0,0,GREEN,921,plots\test3_40\0921_chrom014_dinotefuran-2_GREEN.png
test3_38,demeton-S-methyl-sulfone-1,21,1,1,0,0,GREEN,922,plots\test3_38\0922_chrom021_demeton-S-methyl-sulfone-1_GREEN.png
test3_13,fenoxaprop-P-ethyl-2,592,1,1,0,0,GREEN,923,plots\test3_13\0923_chrom592_fenoxaprop-P-ethyl-2_GREEN.png
test3_7,etrimfos-1,455,2,1,0,1,RED,924,plots\test3_7\0924_chrom455_etrimfos-1_RED.png
test3_22,paclobutrazol-1,315,2,1,0,2,RED,925,plots\test3_22\0925_chrom315_paclobutrazol-1_RED.png
test3_51,pendimethalin-2,646,1,1,0,0,GREEN,926,plots\test3_51\0926_chrom646_pendimethalin-2_GREEN.png
test3_9,Proquinazid-2,676,1,1,0,0,GREEN,927,plots\test3_9\0927_chrom676_Proquinazid-2_GREEN.png
test3_56,prometryn-1,337,1,1,0,0,GREEN,928,plots\test3_56\0928_chrom337_prometryn-1_GREEN.png
test3_31,triazophos-2,362,1,1,0,0,GREEN,929,plots\test3_31\0929_chrom362_triazophos-2_GREEN.png
test3_6,butralin-1,661,1,1,0,0,GREEN,930,plots\test3_6\0930_chrom661_butralin-1_GREEN.png
test3_9,terbufos sulfone-2,278,1,1,0,1,YELLOW,931,plots\test3_9\0931_chrom278_terbufos sulfone-2_YELLOW.png
test3_11,hexythiazox-2,650,1,1,0,0,GREEN,932,plots\test3_11\0932_chrom650_hexythiazox-2_GREEN.png
test3_5,spirotetramat-2,404,1,1,0,1,YELLOW,933,plots\test3_5\0933_chrom404_spirotetramat-2_YELLOW.png
test3_11,picoxystrobin-2,458,3,1,0,3,RED,934,plots\test3_11\0934_chrom458_picoxystrobin-2_RED.png
test3_50,anilofos-1,489,1,1,0,0,GREEN,935,plots\test3_50\0935_chrom489_anilofos-1_GREEN.png
test3_29,sedaxane-2,346,2,1,0,1,RED,936,plots\test3_29\0936_chrom346_sedaxane-2_RED.png
