"sample_id","uid","ai_chrom_index","n_ai_peaks","n_trad_peaks","n_ignored_weak","n_review_required","channel_alert_level","random_order","plot_path","review_filename","source_absolute_path","review_absolute_path"
"test3_8","phosphamidon-2","104","2","1","0","1","RED","1505","plots\test3_8\1505_chrom104_phosphamidon-2_RED.png","test3_8_1505_chrom104_phosphamidon-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_8\1505_chrom104_phosphamidon-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_8_1505_chrom104_phosphamidon-2_RED.png"
"test3_15","procymidone-2","342","2","1","0","1","RED","1532","plots\test3_15\1532_chrom342_procymidone-2_RED.png","test3_15_1532_chrom342_procymidone-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_15\1532_chrom342_procymidone-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_15_1532_chrom342_procymidone-2_RED.png"
"test3_7","tralkoxydim-1","651","3","1","0","3","RED","1541","plots\test3_7\1541_chrom651_tralkoxydim-1_RED.png","test3_7_1541_chrom651_tralkoxydim-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_7\1541_chrom651_tralkoxydim-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_7_1541_chrom651_tralkoxydim-1_RED.png"
"test3_41","Diclobutrazol-2","450","3","1","0","2","RED","1545","plots\test3_41\1545_chrom450_Diclobutrazol-2_RED.png","test3_41_1545_chrom450_Diclobutrazol-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_41\1545_chrom450_Diclobutrazol-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_41_1545_chrom450_Diclobutrazol-2_RED.png"
"test3_6","chromafenozide-1","407","2","1","0","1","RED","1554","plots\test3_6\1554_chrom407_chromafenozide-1_RED.png","test3_6_1554_chrom407_chromafenozide-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_6\1554_chrom407_chromafenozide-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_6_1554_chrom407_chromafenozide-1_RED.png"
"test3_22","dimethomorph-2","318","2","1","0","1","RED","1555","plots\test3_22\1555_chrom318_dimethomorph-2_RED.png","test3_22_1555_chrom318_dimethomorph-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_22\1555_chrom318_dimethomorph-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_22_1555_chrom318_dimethomorph-2_RED.png"
"test3_11","phorate sulfone-2","192","3","1","0","3","RED","1559","plots\test3_11\1559_chrom192_phorate sulfone-2_RED.png","test3_11_1559_chrom192_phorate sulfone-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_11\1559_chrom192_phorate sulfone-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_11_1559_chrom192_phorate sulfone-2_RED.png"
"test3_38","Diclobutrazol-2","450","3","1","0","2","RED","1561","plots\test3_38\1561_chrom450_Diclobutrazol-2_RED.png","test3_38_1561_chrom450_Diclobutrazol-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_38\1561_chrom450_Diclobutrazol-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_38_1561_chrom450_Diclobutrazol-2_RED.png"
"test3_13","isoproturon-2","204","4","1","0","4","RED","1562","plots\test3_13\1562_chrom204_isoproturon-2_RED.png","test3_13_1562_chrom204_isoproturon-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_13\1562_chrom204_isoproturon-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_13_1562_chrom204_isoproturon-2_RED.png"
"test3_4","EPN-1","545","3","1","1","2","RED","1564","plots\test3_4\1564_chrom545_EPN-1_RED.png","test3_4_1564_chrom545_EPN-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_4\1564_chrom545_EPN-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_4_1564_chrom545_EPN-1_RED.png"
"test3_34","triflusulfuron-methyl-1","353","1","1","0","1","YELLOW","1567","plots\test3_34\1567_chrom353_triflusulfuron-methyl-1_YELLOW.png","test3_34_1567_chrom353_triflusulfuron-methyl-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_34\1567_chrom353_triflusulfuron-methyl-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_34_1567_chrom353_triflusulfuron-methyl-1_YELLOW.png"
"test3_7","fenarimol-2","378","4","1","0","4","RED","1574","plots\test3_7\1574_chrom378_fenarimol-2_RED.png","test3_7_1574_chrom378_fenarimol-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_7\1574_chrom378_fenarimol-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_7_1574_chrom378_fenarimol-2_RED.png"
"test3_6","benazolin-ethyl-2","270","5","1","0","5","RED","1576","plots\test3_6\1576_chrom270_benazolin-ethyl-2_RED.png","test3_6_1576_chrom270_benazolin-ethyl-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_6\1576_chrom270_benazolin-ethyl-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_6_1576_chrom270_benazolin-ethyl-2_RED.png"
"test3_24","dimepiperate-2","544","3","1","0","3","RED","1581","plots\test3_24\1581_chrom544_dimepiperate-2_RED.png","test3_24_1581_chrom544_dimepiperate-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_24\1581_chrom544_dimepiperate-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_24_1581_chrom544_dimepiperate-2_RED.png"
"test3_16","imidaclothiz-2","46","2","1","0","1","RED","1583","plots\test3_16\1583_chrom046_imidaclothiz-2_RED.png","test3_16_1583_chrom046_imidaclothiz-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_16\1583_chrom046_imidaclothiz-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_16_1583_chrom046_imidaclothiz-2_RED.png"
"test3_19","sulfoxaflor-1","65","2","1","0","2","RED","1584","plots\test3_19\1584_chrom065_sulfoxaflor-1_RED.png","test3_19_1584_chrom065_sulfoxaflor-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_19\1584_chrom065_sulfoxaflor-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_19_1584_chrom065_sulfoxaflor-1_RED.png"
"test3_10","bromuconazole-1","349","2","1","0","2","RED","1585","plots\test3_10\1585_chrom349_bromuconazole-1_RED.png","test3_10_1585_chrom349_bromuconazole-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_10\1585_chrom349_bromuconazole-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_10_1585_chrom349_bromuconazole-1_RED.png"
"test3_13","imidacloprid-2","40","2","1","1","1","YELLOW","1593","plots\test3_13\1593_chrom040_imidacloprid-2_YELLOW.png","test3_13_1593_chrom040_imidacloprid-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_13\1593_chrom040_imidacloprid-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_13_1593_chrom040_imidacloprid-2_YELLOW.png"
"test3_8","Chloridazon-1","71","5","1","2","2","RED","1595","plots\test3_8\1595_chrom071_Chloridazon-1_RED.png","test3_8_1595_chrom071_Chloridazon-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_8\1595_chrom071_Chloridazon-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_8_1595_chrom071_Chloridazon-1_RED.png"
"test3_13","metolcarb-1","101","2","1","0","2","RED","1603","plots\test3_13\1603_chrom101_metolcarb-1_RED.png","test3_13_1603_chrom101_metolcarb-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_13\1603_chrom101_metolcarb-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_13_1603_chrom101_metolcarb-1_RED.png"
"test3_27","phenthoate-2","452","2","1","0","1","RED","1610","plots\test3_27\1610_chrom452_phenthoate-2_RED.png","test3_27_1610_chrom452_phenthoate-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_27\1610_chrom452_phenthoate-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_27_1610_chrom452_phenthoate-2_RED.png"
"test3_29","pyrisoxazole-1","303","2","1","0","1","RED","1618","plots\test3_29\1618_chrom303_pyrisoxazole-1_RED.png","test3_29_1618_chrom303_pyrisoxazole-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_29\1618_chrom303_pyrisoxazole-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_29_1618_chrom303_pyrisoxazole-1_RED.png"
"test3_17","simazine-2","138","2","1","0","1","RED","1622","plots\test3_17\1622_chrom138_simazine-2_RED.png","test3_17_1622_chrom138_simazine-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_17\1622_chrom138_simazine-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_17_1622_chrom138_simazine-2_RED.png"
"test3_31","ipconazole-2","564","2","1","0","1","RED","1628","plots\test3_31\1628_chrom564_ipconazole-2_RED.png","test3_31_1628_chrom564_ipconazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_31\1628_chrom564_ipconazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_31_1628_chrom564_ipconazole-2_RED.png"
"test3_20","mevinphos-1","79","3","1","0","2","RED","1632","plots\test3_20\1632_chrom079_mevinphos-1_RED.png","test3_20_1632_chrom079_mevinphos-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_20\1632_chrom079_mevinphos-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_20_1632_chrom079_mevinphos-1_RED.png"
"test3_12","aldicarb sulfoxide-2","12","1","1","0","1","YELLOW","1634","plots\test3_12\1634_chrom012_aldicarb sulfoxide-2_YELLOW.png","test3_12_1634_chrom012_aldicarb sulfoxide-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_12\1634_chrom012_aldicarb sulfoxide-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_12_1634_chrom012_aldicarb sulfoxide-2_YELLOW.png"
"test3_4","fensulfothion oxon-1","85","3","1","0","3","RED","1640","plots\test3_4\1640_chrom085_fensulfothion oxon-1_RED.png","test3_4_1640_chrom085_fensulfothion oxon-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_4\1640_chrom085_fensulfothion oxon-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_4_1640_chrom085_fensulfothion oxon-1_RED.png"
"test3_10","tolclofos-methyl-2","502","3","1","0","3","RED","1643","plots\test3_10\1643_chrom502_tolclofos-methyl-2_RED.png","test3_10_1643_chrom502_tolclofos-methyl-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_10\1643_chrom502_tolclofos-methyl-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_10_1643_chrom502_tolclofos-methyl-2_RED.png"
"test3_7","alachlor-2","382","3","1","0","3","RED","1644","plots\test3_7\1644_chrom382_alachlor-2_RED.png","test3_7_1644_chrom382_alachlor-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_7\1644_chrom382_alachlor-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_7_1644_chrom382_alachlor-2_RED.png"
"test3_7","florasulam-1","83","2","1","0","1","RED","1649","plots\test3_7\1649_chrom083_florasulam-1_RED.png","test3_7_1649_chrom083_florasulam-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_7\1649_chrom083_florasulam-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_7_1649_chrom083_florasulam-1_RED.png"
"test3_49","diflubenzuron-2","400","2","1","0","1","RED","1651","plots\test3_49\1651_chrom400_diflubenzuron-2_RED.png","test3_49_1651_chrom400_diflubenzuron-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_49\1651_chrom400_diflubenzuron-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_49_1651_chrom400_diflubenzuron-2_RED.png"
"test3_31","sulfoxaflor-1","65","2","1","0","1","RED","1663","plots\test3_31\1663_chrom065_sulfoxaflor-1_RED.png","test3_31_1663_chrom065_sulfoxaflor-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_31\1663_chrom065_sulfoxaflor-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_31_1663_chrom065_sulfoxaflor-1_RED.png"
"test3_19","terbufos sulfoxide-1","283","1","1","0","1","YELLOW","1668","plots\test3_19\1668_chrom283_terbufos sulfoxide-1_YELLOW.png","test3_19_1668_chrom283_terbufos sulfoxide-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_19\1668_chrom283_terbufos sulfoxide-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_19_1668_chrom283_terbufos sulfoxide-1_YELLOW.png"
"test3_14","propisochlor-1","397","1","1","0","1","YELLOW","1670","plots\test3_14\1670_chrom397_propisochlor-1_YELLOW.png","test3_14_1670_chrom397_propisochlor-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_14\1670_chrom397_propisochlor-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_14_1670_chrom397_propisochlor-1_YELLOW.png"
"test3_36","oxamyl-1","17","3","1","0","2","RED","1687","plots\test3_36\1687_chrom017_oxamyl-1_RED.png","test3_36_1687_chrom017_oxamyl-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_36\1687_chrom017_oxamyl-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_36_1687_chrom017_oxamyl-1_RED.png"
"test3_22","methoprene-1","693","2","1","0","1","RED","1696","plots\test3_22\1696_chrom693_methoprene-1_RED.png","test3_22_1696_chrom693_methoprene-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_22\1696_chrom693_methoprene-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_22_1696_chrom693_methoprene-1_RED.png"
"test3_7","pyriftalid-2","272","3","1","0","2","RED","1700","plots\test3_7\1700_chrom272_pyriftalid-2_RED.png","test3_7_1700_chrom272_pyriftalid-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_7\1700_chrom272_pyriftalid-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_7_1700_chrom272_pyriftalid-2_RED.png"
"test3_45","vamidothion-1","49","1","1","0","1","YELLOW","1703","plots\test3_45\1703_chrom049_vamidothion-1_YELLOW.png","test3_45_1703_chrom049_vamidothion-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_45\1703_chrom049_vamidothion-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_45_1703_chrom049_vamidothion-1_YELLOW.png"
"test3_43","tritosulfuron-1","199","4","1","0","4","RED","1714","plots\test3_43\1714_chrom199_tritosulfuron-1_RED.png","test3_43_1714_chrom199_tritosulfuron-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_43\1714_chrom199_tritosulfuron-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_43_1714_chrom199_tritosulfuron-1_RED.png"
"test3_30","Diclobutrazol-1","449","2","1","0","1","RED","1718","plots\test3_30\1718_chrom449_Diclobutrazol-1_RED.png","test3_30_1718_chrom449_Diclobutrazol-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_30\1718_chrom449_Diclobutrazol-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_30_1718_chrom449_Diclobutrazol-1_RED.png"
"test3_11","spirotetramat-mono-hydroxy-2","132","3","1","1","1","RED","1723","plots\test3_11\1723_chrom132_spirotetramat-mono-hydroxy-2_RED.png","test3_11_1723_chrom132_spirotetramat-mono-hydroxy-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_11\1723_chrom132_spirotetramat-mono-hydroxy-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_11_1723_chrom132_spirotetramat-mono-hydroxy-2_RED.png"
"test3_54","linuron-1","263","1","1","0","1","YELLOW","1734","plots\test3_54\1734_chrom263_linuron-1_YELLOW.png","test3_54_1734_chrom263_linuron-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_54\1734_chrom263_linuron-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_54_1734_chrom263_linuron-1_YELLOW.png"
"test3_5","benazolin-ethyl-1","269","3","1","0","2","RED","1737","plots\test3_5\1737_chrom269_benazolin-ethyl-1_RED.png","test3_5_1737_chrom269_benazolin-ethyl-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_5\1737_chrom269_benazolin-ethyl-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_5_1737_chrom269_benazolin-ethyl-1_RED.png"
"test3_30","sedaxane-1","345","2","1","0","1","RED","1739","plots\test3_30\1739_chrom345_sedaxane-1_RED.png","test3_30_1739_chrom345_sedaxane-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_30\1739_chrom345_sedaxane-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_30_1739_chrom345_sedaxane-1_RED.png"
"test3_39","propiconazole-1","491","1","1","0","1","YELLOW","1749","plots\test3_39\1749_chrom491_propiconazole-1_YELLOW.png","test3_39_1749_chrom491_propiconazole-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_39\1749_chrom491_propiconazole-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_39_1749_chrom491_propiconazole-1_YELLOW.png"
"test3_16","cyazofamid-2","402","4","1","0","4","RED","1756","plots\test3_16\1756_chrom402_cyazofamid-2_RED.png","test3_16_1756_chrom402_cyazofamid-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_16\1756_chrom402_cyazofamid-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_16_1756_chrom402_cyazofamid-2_RED.png"
"test3_9","clethodim sulfone-2","232","2","1","0","1","RED","1768","plots\test3_9\1768_chrom232_clethodim sulfone-2_RED.png","test3_9_1768_chrom232_clethodim sulfone-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_9\1768_chrom232_clethodim sulfone-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_9_1768_chrom232_clethodim sulfone-2_RED.png"
"test3_42","cyproconazole-2","410","2","1","0","2","RED","1771","plots\test3_42\1771_chrom410_cyproconazole-2_RED.png","test3_42_1771_chrom410_cyproconazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_42\1771_chrom410_cyproconazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_42_1771_chrom410_cyproconazole-2_RED.png"
"test3_17","oxamyl-2","18","1","1","0","1","YELLOW","1777","plots\test3_17\1777_chrom018_oxamyl-2_YELLOW.png","test3_17_1777_chrom018_oxamyl-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_17\1777_chrom018_oxamyl-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_17_1777_chrom018_oxamyl-2_YELLOW.png"
"test3_36","sedaxane-2","346","2","1","0","1","RED","1779","plots\test3_36\1779_chrom346_sedaxane-2_RED.png","test3_36_1779_chrom346_sedaxane-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_36\1779_chrom346_sedaxane-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_36_1779_chrom346_sedaxane-2_RED.png"
"test3_13","thiacloprid-2","76","1","1","0","1","YELLOW","1787","plots\test3_13\1787_chrom076_thiacloprid-2_YELLOW.png","test3_13_1787_chrom076_thiacloprid-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_13\1787_chrom076_thiacloprid-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_13_1787_chrom076_thiacloprid-2_YELLOW.png"
"test3_21","sethoxydim-2","608","3","1","1","2","RED","1789","plots\test3_21\1789_chrom608_sethoxydim-2_RED.png","test3_21_1789_chrom608_sethoxydim-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_21\1789_chrom608_sethoxydim-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_21_1789_chrom608_sethoxydim-2_RED.png"
"test3_23","dimethomorph-2","318","2","1","0","1","RED","1792","plots\test3_23\1792_chrom318_dimethomorph-2_RED.png","test3_23_1792_chrom318_dimethomorph-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_23\1792_chrom318_dimethomorph-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_23_1792_chrom318_dimethomorph-2_RED.png"
"test3_42","flubendiamide-2","504","2","1","0","1","RED","1794","plots\test3_42\1794_chrom504_flubendiamide-2_RED.png","test3_42_1794_chrom504_flubendiamide-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_42\1794_chrom504_flubendiamide-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_42_1794_chrom504_flubendiamide-2_RED.png"
"test3_8","fensulfothion oxon sulfone-2","90","2","1","0","1","RED","1798","plots\test3_8\1798_chrom090_fensulfothion oxon sulfone-2_RED.png","test3_8_1798_chrom090_fensulfothion oxon sulfone-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_8\1798_chrom090_fensulfothion oxon sulfone-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_8_1798_chrom090_fensulfothion oxon sulfone-2_RED.png"
