"sample_id","uid","ai_chrom_index","n_ai_peaks","n_trad_peaks","n_ignored_weak","n_review_required","channel_alert_level","random_order","plot_path","review_filename","source_absolute_path","review_absolute_path"
"test3_6","trichlorfon-1","59","3","1","0","2","RED","559","plots\test3_6\0559_chrom059_trichlorfon-1_RED.png","test3_6_0559_chrom059_trichlorfon-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_6\0559_chrom059_trichlorfon-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_6_0559_chrom059_trichlorfon-1_RED.png"
"test3_18","bifenthrin-2","700","3","1","0","2","RED","565","plots\test3_18\0565_chrom700_bifenthrin-2_RED.png","test3_18_0565_chrom700_bifenthrin-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_18\0565_chrom700_bifenthrin-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_18_0565_chrom700_bifenthrin-2_RED.png"
"test3_10","fenthion-2","454","1","1","0","1","YELLOW","567","plots\test3_10\0567_chrom454_fenthion-2_YELLOW.png","test3_10_0567_chrom454_fenthion-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_10\0567_chrom454_fenthion-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_10_0567_chrom454_fenthion-2_YELLOW.png"
"test3_14","dichlorvos-1","115","2","1","0","2","RED","570","plots\test3_14\0570_chrom115_dichlorvos-1_RED.png","test3_14_0570_chrom115_dichlorvos-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_14\0570_chrom115_dichlorvos-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_14_0570_chrom115_dichlorvos-1_RED.png"
"test3_8","promecarb-1","261","2","1","0","2","RED","573","plots\test3_8\0573_chrom261_promecarb-1_RED.png","test3_8_0573_chrom261_promecarb-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_8\0573_chrom261_promecarb-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_8_0573_chrom261_promecarb-1_RED.png"
"test3_20","tebufenozide-2","464","2","1","0","1","RED","578","plots\test3_20\0578_chrom464_tebufenozide-2_RED.png","test3_20_0578_chrom464_tebufenozide-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_20\0578_chrom464_tebufenozide-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_20_0578_chrom464_tebufenozide-2_RED.png"
"test3_9","methamidophos-2","2","4","1","0","4","RED","579","plots\test3_9\0579_chrom002_methamidophos-2_RED.png","test3_9_0579_chrom002_methamidophos-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_9\0579_chrom002_methamidophos-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_9_0579_chrom002_methamidophos-2_RED.png"
"test3_12","mefenacet-2","356","1","1","0","1","YELLOW","580","plots\test3_12\0580_chrom356_mefenacet-2_YELLOW.png","test3_12_0580_chrom356_mefenacet-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_12\0580_chrom356_mefenacet-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_12_0580_chrom356_mefenacet-2_YELLOW.png"
"test3_12","mevinphos-2","80","1","1","0","1","YELLOW","581","plots\test3_12\0581_chrom080_mevinphos-2_YELLOW.png","test3_12_0581_chrom080_mevinphos-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_12\0581_chrom080_mevinphos-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_12_0581_chrom080_mevinphos-2_YELLOW.png"
"test3_39","bitertanol-2","526","2","1","0","1","RED","594","plots\test3_39\0594_chrom526_bitertanol-2_RED.png","test3_39_0594_chrom526_bitertanol-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_39\0594_chrom526_bitertanol-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_39_0594_chrom526_bitertanol-2_RED.png"
"test3_3","hexaflumuron-2","584","3","1","1","1","RED","596","plots\test3_3\0596_chrom584_hexaflumuron-2_RED.png","test3_3_0596_chrom584_hexaflumuron-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_3\0596_chrom584_hexaflumuron-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_3_0596_chrom584_hexaflumuron-2_RED.png"
"test3_20","malathion-2","332","4","1","0","3","RED","598","plots\test3_20\0598_chrom332_malathion-2_RED.png","test3_20_0598_chrom332_malathion-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_20\0598_chrom332_malathion-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_20_0598_chrom332_malathion-2_RED.png"
"test3_23","propargite-2","666","2","1","0","1","RED","600","plots\test3_23\0600_chrom666_propargite-2_RED.png","test3_23_0600_chrom666_propargite-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_23\0600_chrom666_propargite-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_23_0600_chrom666_propargite-2_RED.png"
"test3_4","Dimethenamid-P-2","294","2","1","1","1","YELLOW","605","plots\test3_4\0605_chrom294_Dimethenamid-P-2_YELLOW.png","test3_4_0605_chrom294_Dimethenamid-P-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_4\0605_chrom294_Dimethenamid-P-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_4_0605_chrom294_Dimethenamid-P-2_YELLOW.png"
"test3_6","iprobenfos-1","469","2","1","0","1","RED","611","plots\test3_6\0611_chrom469_iprobenfos-1_RED.png","test3_6_0611_chrom469_iprobenfos-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_6\0611_chrom469_iprobenfos-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_6_0611_chrom469_iprobenfos-1_RED.png"
"test3_10","bifenthrin-2","700","4","1","0","4","RED","612","plots\test3_10\0612_chrom700_bifenthrin-2_RED.png","test3_10_0612_chrom700_bifenthrin-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_10\0612_chrom700_bifenthrin-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_10_0612_chrom700_bifenthrin-2_RED.png"
"test3_11","triflumizole-2","566","2","1","0","1","RED","613","plots\test3_11\0613_chrom566_triflumizole-2_RED.png","test3_11_0613_chrom566_triflumizole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_11\0613_chrom566_triflumizole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_11_0613_chrom566_triflumizole-2_RED.png"
"test3_20","tebufenozide-1","463","2","1","0","2","RED","616","plots\test3_20\0616_chrom463_tebufenozide-1_RED.png","test3_20_0616_chrom463_tebufenozide-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_20\0616_chrom463_tebufenozide-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_20_0616_chrom463_tebufenozide-1_RED.png"
"test3_23","profenofos-2","580","2","1","0","1","RED","622","plots\test3_23\0622_chrom580_profenofos-2_RED.png","test3_23_0622_chrom580_profenofos-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_23\0622_chrom580_profenofos-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_23_0622_chrom580_profenofos-2_RED.png"
"test3_48","teflubenzuron-1","601","1","0","0","1","RED","623","plots\test3_48\0623_chrom601_teflubenzuron-1_RED.png","test3_48_0623_chrom601_teflubenzuron-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_48\0623_chrom601_teflubenzuron-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_48_0623_chrom601_teflubenzuron-1_RED.png"
"test3_26","Diclobutrazol-1","449","2","1","0","1","RED","628","plots\test3_26\0628_chrom449_Diclobutrazol-1_RED.png","test3_26_0628_chrom449_Diclobutrazol-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_26\0628_chrom449_Diclobutrazol-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_26_0628_chrom449_Diclobutrazol-1_RED.png"
"test3_48","cyproconazole-2","410","2","1","0","1","RED","629","plots\test3_48\0629_chrom410_cyproconazole-2_RED.png","test3_48_0629_chrom410_cyproconazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_48\0629_chrom410_cyproconazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_48_0629_chrom410_cyproconazole-2_RED.png"
"test3_3","piperonyl butoxide-1","637","3","1","0","3","RED","636","plots\test3_3\0636_chrom637_piperonyl butoxide-1_RED.png","test3_3_0636_chrom637_piperonyl butoxide-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_3\0636_chrom637_piperonyl butoxide-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_3_0636_chrom637_piperonyl butoxide-1_RED.png"
"test3_9","tralkoxydim-1","651","1","1","0","1","RED","640","plots\test3_9\0640_chrom651_tralkoxydim-1_RED.png","test3_9_0640_chrom651_tralkoxydim-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_9\0640_chrom651_tralkoxydim-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_9_0640_chrom651_tralkoxydim-1_RED.png"
"test3_56","phosmet oxon-2","98","2","1","0","1","RED","642","plots\test3_56\0642_chrom098_phosmet oxon-2_RED.png","test3_56_0642_chrom098_phosmet oxon-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_56\0642_chrom098_phosmet oxon-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_56_0642_chrom098_phosmet oxon-2_RED.png"
"test3_30","tau-fluvalinate-2","692","2","1","0","1","RED","646","plots\test3_30\0646_chrom692_tau-fluvalinate-2_RED.png","test3_30_0646_chrom692_tau-fluvalinate-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_30\0646_chrom692_tau-fluvalinate-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_30_0646_chrom692_tau-fluvalinate-2_RED.png"
"test3_15","methamidophos-1","1","2","1","0","1","RED","649","plots\test3_15\0649_chrom001_methamidophos-1_RED.png","test3_15_0649_chrom001_methamidophos-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_15\0649_chrom001_methamidophos-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_15_0649_chrom001_methamidophos-1_RED.png"
"test3_8","cyazofamid-2","402","2","1","0","2","RED","652","plots\test3_8\0652_chrom402_cyazofamid-2_RED.png","test3_8_0652_chrom402_cyazofamid-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_8\0652_chrom402_cyazofamid-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_8_0652_chrom402_cyazofamid-2_RED.png"
"test3_43","bitertanol-1","525","2","1","0","2","RED","657","plots\test3_43\0657_chrom525_bitertanol-1_RED.png","test3_43_0657_chrom525_bitertanol-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_43\0657_chrom525_bitertanol-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_43_0657_chrom525_bitertanol-1_RED.png"
"test3_19","spinetoram J-1","599","2","1","0","1","RED","667","plots\test3_19\0667_chrom599_spinetoram J-1_RED.png","test3_19_0667_chrom599_spinetoram J-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_19\0667_chrom599_spinetoram J-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_19_0667_chrom599_spinetoram J-1_RED.png"
"test3_37","promecarb-1","261","2","1","0","1","RED","671","plots\test3_37\0671_chrom261_promecarb-1_RED.png","test3_37_0671_chrom261_promecarb-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_37\0671_chrom261_promecarb-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_37_0671_chrom261_promecarb-1_RED.png"
"test3_15","pirimicarb-desmethyl-formamido-2","142","1","1","0","1","YELLOW","675","plots\test3_15\0675_chrom142_pirimicarb-desmethyl-formamido-2_YELLOW.png","test3_15_0675_chrom142_pirimicarb-desmethyl-formamido-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_15\0675_chrom142_pirimicarb-desmethyl-formamido-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_15_0675_chrom142_pirimicarb-desmethyl-formamido-2_YELLOW.png"
"test3_53","Diclobutrazol-2","450","3","1","0","2","RED","677","plots\test3_53\0677_chrom450_Diclobutrazol-2_RED.png","test3_53_0677_chrom450_Diclobutrazol-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_53\0677_chrom450_Diclobutrazol-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_53_0677_chrom450_Diclobutrazol-2_RED.png"
"test3_6","oxadiargyl-2","516","5","1","1","3","RED","687","plots\test3_6\0687_chrom516_oxadiargyl-2_RED.png","test3_6_0687_chrom516_oxadiargyl-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_6\0687_chrom516_oxadiargyl-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_6_0687_chrom516_oxadiargyl-2_RED.png"
"test3_28","carbendazim-2","56","3","1","1","1","RED","698","plots\test3_28\0698_chrom056_carbendazim-2_RED.png","test3_28_0698_chrom056_carbendazim-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_28\0698_chrom056_carbendazim-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_28_0698_chrom056_carbendazim-2_RED.png"
"test3_11","triazophos-1","361","2","1","0","1","RED","703","plots\test3_11\0703_chrom361_triazophos-1_RED.png","test3_11_0703_chrom361_triazophos-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_11\0703_chrom361_triazophos-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_11_0703_chrom361_triazophos-1_RED.png"
"test3_18","amisulbrom-1","567","2","1","0","1","RED","709","plots\test3_18\0709_chrom567_amisulbrom-1_RED.png","test3_18_0709_chrom567_amisulbrom-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_18\0709_chrom567_amisulbrom-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_18_0709_chrom567_amisulbrom-1_RED.png"
"test3_11","isoprothiolane-2","328","3","1","0","3","RED","710","plots\test3_11\0710_chrom328_isoprothiolane-2_RED.png","test3_11_0710_chrom328_isoprothiolane-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_11\0710_chrom328_isoprothiolane-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_11_0710_chrom328_isoprothiolane-2_RED.png"
"test3_46","chlordimeform-1","27","1","1","0","1","YELLOW","718","plots\test3_46\0718_chrom027_chlordimeform-1_YELLOW.png","test3_46_0718_chrom027_chlordimeform-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_46\0718_chrom027_chlordimeform-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_46_0718_chrom027_chlordimeform-1_YELLOW.png"
"test3_43","omethoate-2","8","1","1","0","1","YELLOW","721","plots\test3_43\0721_chrom008_omethoate-2_YELLOW.png","test3_43_0721_chrom008_omethoate-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_43\0721_chrom008_omethoate-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_43_0721_chrom008_omethoate-2_YELLOW.png"
"test3_42","iprodione-2","394","2","1","0","1","RED","739","plots\test3_42\0739_chrom394_iprodione-2_RED.png","test3_42_0739_chrom394_iprodione-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_42\0739_chrom394_iprodione-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_42_0739_chrom394_iprodione-2_RED.png"
"test3_14","terbufos sulfoxide-2","284","3","1","0","2","RED","741","plots\test3_14\0741_chrom284_terbufos sulfoxide-2_RED.png","test3_14_0741_chrom284_terbufos sulfoxide-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_14\0741_chrom284_terbufos sulfoxide-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_14_0741_chrom284_terbufos sulfoxide-2_RED.png"
"test3_22","pendimethalin-2","646","3","1","1","2","RED","742","plots\test3_22\0742_chrom646_pendimethalin-2_RED.png","test3_22_0742_chrom646_pendimethalin-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_22\0742_chrom646_pendimethalin-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_22_0742_chrom646_pendimethalin-2_RED.png"
"test3_14","bromuconazole-2","350","3","1","0","2","RED","743","plots\test3_14\0743_chrom350_bromuconazole-2_RED.png","test3_14_0743_chrom350_bromuconazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_14\0743_chrom350_bromuconazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_14_0743_chrom350_bromuconazole-2_RED.png"
"test3_14","bendiocarb-2","126","3","1","0","2","RED","757","plots\test3_14\0757_chrom126_bendiocarb-2_RED.png","test3_14_0757_chrom126_bendiocarb-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_14\0757_chrom126_bendiocarb-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_14_0757_chrom126_bendiocarb-2_RED.png"
"test3_14","terbufos sulfoxide-1","283","2","1","0","1","RED","758","plots\test3_14\0758_chrom283_terbufos sulfoxide-1_RED.png","test3_14_0758_chrom283_terbufos sulfoxide-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_14\0758_chrom283_terbufos sulfoxide-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_14_0758_chrom283_terbufos sulfoxide-1_RED.png"
"test3_55","promecarb-1","261","2","1","0","1","RED","762","plots\test3_55\0762_chrom261_promecarb-1_RED.png","test3_55_0762_chrom261_promecarb-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_55\0762_chrom261_promecarb-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_55_0762_chrom261_promecarb-1_RED.png"
"test3_45","terbufos sulfone-2","278","2","1","0","1","RED","763","plots\test3_45\0763_chrom278_terbufos sulfone-2_RED.png","test3_45_0763_chrom278_terbufos sulfone-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_45\0763_chrom278_terbufos sulfone-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_45_0763_chrom278_terbufos sulfone-2_RED.png"
"test3_18","metribuzin-2","134","2","1","0","1","RED","767","plots\test3_18\0767_chrom134_metribuzin-2_RED.png","test3_18_0767_chrom134_metribuzin-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_18\0767_chrom134_metribuzin-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_18_0767_chrom134_metribuzin-2_RED.png"
"test3_18","acetochlor-2","380","2","1","1","1","YELLOW","775","plots\test3_18\0775_chrom380_acetochlor-2_YELLOW.png","test3_18_0775_chrom380_acetochlor-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_18\0775_chrom380_acetochlor-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_18_0775_chrom380_acetochlor-2_YELLOW.png"
"test3_25","triazophos-1","361","2","1","0","1","RED","776","plots\test3_25\0776_chrom361_triazophos-1_RED.png","test3_25_0776_chrom361_triazophos-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_25\0776_chrom361_triazophos-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_25_0776_chrom361_triazophos-1_RED.png"
"test3_5","propargite-1","665","5","1","1","3","RED","779","plots\test3_5\0779_chrom665_propargite-1_RED.png","test3_5_0779_chrom665_propargite-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_5\0779_chrom665_propargite-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_5_0779_chrom665_propargite-1_RED.png"
"test3_23","fenoxanil-2","422","1","1","0","1","YELLOW","782","plots\test3_23\0782_chrom422_fenoxanil-2_YELLOW.png","test3_23_0782_chrom422_fenoxanil-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_23\0782_chrom422_fenoxanil-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_23_0782_chrom422_fenoxanil-2_YELLOW.png"
"test3_9","triflusulfuron-methyl-2","354","1","1","0","1","YELLOW","795","plots\test3_9\0795_chrom354_triflusulfuron-methyl-2_YELLOW.png","test3_9_0795_chrom354_triflusulfuron-methyl-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_9\0795_chrom354_triflusulfuron-methyl-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_9_0795_chrom354_triflusulfuron-methyl-2_YELLOW.png"
"test3_4","picoxystrobin-1","457","4","1","0","3","RED","810","plots\test3_4\0810_chrom457_picoxystrobin-1_RED.png","test3_4_0810_chrom457_picoxystrobin-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_4\0810_chrom457_picoxystrobin-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_4_0810_chrom457_picoxystrobin-1_RED.png"
"test3_40","diflubenzuron-2","400","2","1","0","1","RED","814","plots\test3_40\0814_chrom400_diflubenzuron-2_RED.png","test3_40_0814_chrom400_diflubenzuron-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_40\0814_chrom400_diflubenzuron-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_40_0814_chrom400_diflubenzuron-2_RED.png"
